site,year,month,day,temp_1m_C
Buckhorn,2012,8,24,14.53151936
Buckhorn,2012,8,25,18.26719739
Buckhorn,2012,8,26,14.70741266
Buckhorn,2012,8,27,16.21735561
Buckhorn,2012,8,28,16.21295807
Buckhorn,2012,8,29,15.71814127
Buckhorn,2012,8,30,14.92760199
Buckhorn,2012,8,31,14.04562555
Buckhorn,2012,9,1,14.46452777
Buckhorn,2012,9,2,15.0488829
Buckhorn,2012,9,3,16.21566612
Buckhorn,2012,9,4,18.29843657
Buckhorn,2012,9,5,19.82592308
Buckhorn,2012,9,6,20.0791545
Buckhorn,2012,9,7,22.42287679
Buckhorn,2012,9,8,17.65924838
Buckhorn,2012,9,9,13.83143579
Buckhorn,2012,9,10,13.56384213
Buckhorn,2012,9,11,12.22371348
Buckhorn,2012,9,12,14.64029489
Buckhorn,2012,9,13,18.17086938
Buckhorn,2012,9,14,18.94470948
Buckhorn,2012,9,15,15.31605716
Buckhorn,2012,9,16,15.10667708
Buckhorn,2012,9,17,19.3187665
Buckhorn,2012,9,18,18.83669493
Buckhorn,2012,9,19,15.16016995
Buckhorn,2012,9,20,12.97883682
Buckhorn,2012,9,21,13.15039501
Buckhorn,2012,9,22,15.22736058
Buckhorn,2012,9,23,13.28820494
Buckhorn,2012,9,24,15.27532213
Buckhorn,2012,9,25,12.62897515
Buckhorn,2012,9,26,13.29137905
Buckhorn,2012,9,27,16.15273091
Buckhorn,2012,9,28,18.63222426
Buckhorn,2012,9,29,15.18131134
Buckhorn,2012,9,30,14.18936087
Buckhorn,2012,10,1,16.79542622
Buckhorn,2012,10,2,12.1787858
Buckhorn,2012,10,3,11.95759503
Buckhorn,2012,10,4,12.65072253
Buckhorn,2012,10,5,12.32984027
Buckhorn,2012,10,6,13.3102681
Buckhorn,2012,10,7,14.6715974
Buckhorn,2012,10,8,12.08503746
Buckhorn,2012,10,9,9.976524367
Buckhorn,2012,10,10,9.209623482
Buckhorn,2012,10,11,10.41260503
Buckhorn,2012,10,12,9.256404672
Buckhorn,2012,10,13,12.37886483
Buckhorn,2012,10,14,14.13969116
Buckhorn,2012,10,15,13.44653237
Buckhorn,2012,10,16,10.18472649
Buckhorn,2012,10,17,7.973837952
Buckhorn,2012,10,18,10.68655933
Buckhorn,2012,10,19,10.75389231
Buckhorn,2012,10,20,5.987897231
Buckhorn,2012,10,21,5.256024423
Buckhorn,2012,10,22,4.640764394
Buckhorn,2012,10,23,5.364013236
Buckhorn,2012,10,24,5.883012345
Buckhorn,2012,10,25,6.987661441
Buckhorn,2012,10,26,7.211175257
Buckhorn,2012,10,27,9.719534738
Buckhorn,2012,10,28,12.05417402
Buckhorn,2012,10,29,13.65533081
Buckhorn,2012,10,30,13.29310024
Buckhorn,2012,10,31,12.35703749
Buckhorn,2012,11,1,11.03348814
Buckhorn,2012,11,2,10.77739063
Buckhorn,2012,11,3,11.77946494
Buckhorn,2012,11,4,14.10285528
Buckhorn,2012,11,5,10.99697598
Buckhorn,2012,11,6,8.828297454
Buckhorn,2012,11,7,6.622728385
Buckhorn,2012,11,8,3.477116368
Buckhorn,2012,11,9,2.75216817
Buckhorn,2012,11,10,0.807389518
Buckhorn,2012,11,11,3.837139411
Buckhorn,2012,11,12,8.109418511
Buckhorn,2012,11,13,8.956915095
Buckhorn,2012,11,14,7.890977213
Buckhorn,2012,11,15,4.41741723
Buckhorn,2012,11,16,5.047583551
Buckhorn,2012,11,17,6.972861277
Buckhorn,2012,11,18,6.292512766
Buckhorn,2012,11,19,9.354823611
Buckhorn,2012,11,20,7.682355108
Buckhorn,2012,11,21,4.905599327
Buckhorn,2012,11,22,4.663185116
Buckhorn,2012,11,23,7.046409632
Buckhorn,2012,11,24,5.958169141
Buckhorn,2012,11,25,3.677721365
Buckhorn,2012,11,26,2.87986308
Buckhorn,2012,11,27,3.42105857
Buckhorn,2012,11,28,4.640627527
Buckhorn,2012,11,29,8.186905171
Buckhorn,2012,11,30,8.810992782
Buckhorn,2012,12,1,7.422339248
Buckhorn,2012,12,2,6.476761891
Buckhorn,2012,12,3,7.366035954
Buckhorn,2012,12,4,7.695100779
Buckhorn,2012,12,5,4.692115599
Buckhorn,2012,12,6,4.473892392
Buckhorn,2012,12,7,5.004305546
Buckhorn,2012,12,8,3.088462377
Buckhorn,2012,12,9,4.156995509
Buckhorn,2012,12,10,5.836254654
Buckhorn,2012,12,11,4.778818401
Buckhorn,2012,12,12,3.577787084
Buckhorn,2012,12,13,2.947657492
Buckhorn,2012,12,14,2.336470204
Buckhorn,2012,12,15,1.291589592
Buckhorn,2012,12,16,2.760818098
Buckhorn,2012,12,17,2.543996962
Buckhorn,2012,12,18,0.062290172
Buckhorn,2012,12,19,1.750555648
Buckhorn,2012,12,20,3.150545981
Buckhorn,2012,12,21,3.117934627
Buckhorn,2012,12,22,3.653591555
Buckhorn,2012,12,23,3.369815966
Buckhorn,2012,12,24,3.015091985
Buckhorn,2012,12,25,1.997641646
Buckhorn,2012,12,26,3.574207633
Buckhorn,2012,12,27,3.866628344
Buckhorn,2012,12,28,3.406595291
Buckhorn,2012,12,29,1.57363681
Buckhorn,2012,12,30,0.643549933
Buckhorn,2012,12,31,-0.862366664
Buckhorn,2013,1,1,-1.31410702
Buckhorn,2013,1,2,-1.265650209
Buckhorn,2013,1,3,0.14021032
Buckhorn,2013,1,4,4.073502115
Buckhorn,2013,1,5,2.789182078
Buckhorn,2013,1,6,3.399318796
Buckhorn,2013,1,7,6.469022225
Buckhorn,2013,1,8,7.467107298
Buckhorn,2013,1,9,3.13010658
Buckhorn,2013,1,10,0.067617029
Buckhorn,2013,1,11,-1.072056257
Buckhorn,2013,1,12,-2.706565841
Buckhorn,2013,1,13,-2.787275944
Buckhorn,2013,1,14,-2.745379747
Buckhorn,2013,1,15,-0.174997325
Buckhorn,2013,1,16,-1.233158988
Buckhorn,2013,1,17,-1.459679851
Buckhorn,2013,1,18,1.587323629
Buckhorn,2013,1,19,-1.03702744
Buckhorn,2013,1,20,-1.300711589
Buckhorn,2013,1,21,-0.771974317
Buckhorn,2013,1,22,0.387635943
Buckhorn,2013,1,23,1.632391336
Buckhorn,2013,1,24,2.966221307
Buckhorn,2013,1,25,5.472312704
Buckhorn,2013,1,26,3.682295616
Buckhorn,2013,1,27,2.522329372
Buckhorn,2013,1,28,4.16135612
Buckhorn,2013,1,29,6.189713437
Buckhorn,2013,1,30,6.728070888
Buckhorn,2013,1,31,6.412921966
Buckhorn,2013,2,1,6.327392412
Buckhorn,2013,2,2,5.534366028
Buckhorn,2013,2,3,4.523165801
Buckhorn,2013,2,4,6.532320635
Buckhorn,2013,2,5,5.981159775
Buckhorn,2013,2,6,5.220499179
Buckhorn,2013,2,7,3.756568442
Buckhorn,2013,2,8,3.336268146
Buckhorn,2013,2,9,4.590706154
Buckhorn,2013,2,10,4.495399373
Buckhorn,2013,2,11,4.657147813
Buckhorn,2013,2,12,6.692450532
Buckhorn,2013,2,13,6.180007952
Buckhorn,2013,2,14,4.50008894
Buckhorn,2013,2,15,7.22347037
Buckhorn,2013,2,16,5.884160539
Buckhorn,2013,2,17,3.202142908
Buckhorn,2013,2,18,2.935267655
Buckhorn,2013,2,19,4.416387853
Buckhorn,2013,2,20,2.84169467
Buckhorn,2013,2,21,3.62792708
Buckhorn,2013,2,22,3.736595049
Buckhorn,2013,2,23,3.297281518
Buckhorn,2013,2,24,4.208577382
Buckhorn,2013,2,25,3.777805882
Buckhorn,2013,2,26,3.578229684
Buckhorn,2013,2,27,5.636254588
Buckhorn,2013,2,28,8.262802346
Buckhorn,2013,3,1,10.17593309
Buckhorn,2013,3,2,7.554307944
Buckhorn,2013,3,3,4.571534958
Buckhorn,2013,3,4,3.942129051
Buckhorn,2013,3,5,4.124413411
Buckhorn,2013,3,6,4.227148274
Buckhorn,2013,3,7,5.761707034
Buckhorn,2013,3,8,4.973120079
Buckhorn,2013,3,9,5.551470806
Buckhorn,2013,3,10,4.085099026
Buckhorn,2013,3,11,7.35335551
Buckhorn,2013,3,12,9.36335278
Buckhorn,2013,3,13,9.408267173
Buckhorn,2013,3,14,9.131260046
Buckhorn,2013,3,15,10.39696494
Buckhorn,2013,3,16,6.007984485
Buckhorn,2013,3,17,3.087334966
Buckhorn,2013,3,18,4.42953638
Buckhorn,2013,3,19,4.147396545
Buckhorn,2013,3,20,6.118711269
Buckhorn,2013,3,21,2.190798693
Buckhorn,2013,3,22,2.10511888
Buckhorn,2013,3,23,2.968457867
Buckhorn,2013,3,24,5.133245606
Buckhorn,2013,3,25,8.456148383
Buckhorn,2013,3,26,9.450310792
Buckhorn,2013,3,27,10.42925068
Buckhorn,2013,3,28,10.65321326
Buckhorn,2013,3,29,11.93175774
Buckhorn,2013,3,30,12.4444235
Buckhorn,2013,3,31,13.99799952
Buckhorn,2013,4,1,10.86658605
Buckhorn,2013,4,2,10.29541955
Buckhorn,2013,4,3,11.05236206
Buckhorn,2013,4,4,10.26899772
Buckhorn,2013,4,5,9.792732644
Buckhorn,2013,4,6,7.636825398
Buckhorn,2013,4,7,5.899965904
Buckhorn,2013,4,8,7.011875501
Buckhorn,2013,4,9,7.392291583
Buckhorn,2013,4,10,8.893102615
Buckhorn,2013,4,11,7.173568533
Buckhorn,2013,4,12,4.602816415
Buckhorn,2013,4,13,4.477901393
Buckhorn,2013,4,14,4.115788965
Buckhorn,2013,4,15,5.827452624
Buckhorn,2013,4,16,7.15622015
Buckhorn,2013,4,17,6.684002114
Buckhorn,2013,4,18,7.407053089
Buckhorn,2013,4,19,9.014703121
Buckhorn,2013,4,20,8.695943714
Buckhorn,2013,4,21,7.802458819
Buckhorn,2013,4,22,8.913241349
Buckhorn,2013,4,23,10.34170184
Buckhorn,2013,4,24,13.11480522
Buckhorn,2013,4,25,13.59904111
Buckhorn,2013,4,26,12.40550098
Buckhorn,2013,4,27,10.05508948
Buckhorn,2013,4,28,10.14614709
Buckhorn,2013,4,29,7.378561913
Buckhorn,2013,4,30,6.707054129
Buckhorn,2013,5,1,9.234840681
Buckhorn,2013,5,2,13.57083632
Buckhorn,2013,5,3,14.92644653
Buckhorn,2013,5,4,18.09457864
Buckhorn,2013,5,5,20.53096053
Buckhorn,2013,5,6,19.37865373
Buckhorn,2013,5,7,13.29733113
Buckhorn,2013,5,8,13.20869895
Buckhorn,2013,5,9,14.22663841
Buckhorn,2013,5,10,17.99624837
Buckhorn,2013,5,11,17.89028435
Buckhorn,2013,5,12,16.79494251
Buckhorn,2013,5,13,11.94969213
Buckhorn,2013,5,14,10.70515807
Buckhorn,2013,5,15,10.00476657
Buckhorn,2013,5,16,12.90277144
Buckhorn,2013,5,17,11.25928865
Buckhorn,2013,5,18,10.56604676
Buckhorn,2013,5,19,12.11756449
Buckhorn,2013,5,20,11.81377049
Buckhorn,2013,5,21,7.7253559
Buckhorn,2013,5,22,5.84521742
Buckhorn,2013,5,23,6.643834717
Buckhorn,2013,5,24,9.208090032
Buckhorn,2013,5,25,10.20963853
Buckhorn,2013,5,26,11.90514932
Buckhorn,2013,5,27,10.77821382
Buckhorn,2013,5,28,11.56534651
Buckhorn,2013,5,29,10.58214648
Buckhorn,2013,5,30,10.35877068
Buckhorn,2013,5,31,12.29852684
Buckhorn,2013,6,1,15.15522277
Buckhorn,2013,6,2,14.25544167
Buckhorn,2013,6,3,13.5771608
Buckhorn,2013,6,4,17.04319373
Buckhorn,2013,6,5,17.89548447
Buckhorn,2013,6,6,16.65516671
Buckhorn,2013,6,7,14.34001069
Buckhorn,2013,6,8,14.63788968
Buckhorn,2013,6,9,13.30114387
Buckhorn,2013,6,10,11.92024801
Buckhorn,2013,6,11,11.33997029
Buckhorn,2013,6,12,11.24970594
Buckhorn,2013,6,13,12.36602589
Buckhorn,2013,6,14,12.79933817
Buckhorn,2013,6,15,16.67841071
Buckhorn,2013,6,16,14.77912712
Buckhorn,2013,6,17,15.18119781
Buckhorn,2013,6,18,13.27635876
Buckhorn,2013,6,19,13.06141773
Buckhorn,2013,6,20,11.9836065
Buckhorn,2013,6,21,13.64470943
Buckhorn,2013,6,22,17.12714734
Buckhorn,2013,6,23,16.65556535
Buckhorn,2013,6,24,14.4109747
Buckhorn,2013,6,25,14.57062178
Buckhorn,2013,6,26,15.47639826
Buckhorn,2013,6,27,17.10357349
Buckhorn,2013,6,28,21.69392786
Buckhorn,2013,6,29,22.22064454
Buckhorn,2013,6,30,23.99677352
Buckhorn,2013,7,1,21.9619693
Buckhorn,2013,7,2,19.19038077
Buckhorn,2013,7,3,17.47020397
Buckhorn,2013,7,4,15.55070825
Buckhorn,2013,7,5,15.69476276
Buckhorn,2013,7,6,16.21161999
Buckhorn,2013,7,7,15.31443988
Buckhorn,2013,7,8,17.17623336
Buckhorn,2013,7,9,20.8623132
Buckhorn,2013,7,10,16.07201071
Buckhorn,2013,7,11,15.43753483
Buckhorn,2013,7,12,13.69261676
Buckhorn,2013,7,13,16.4046668
Buckhorn,2013,7,14,19.35706167
Buckhorn,2013,7,15,18.58141502
Buckhorn,2013,7,16,21.98786216
Buckhorn,2013,7,17,16.13244118
Buckhorn,2013,7,18,16.27510847
Buckhorn,2013,7,19,16.46985639
Buckhorn,2013,7,20,16.03133773
Buckhorn,2013,7,21,16.16585255
Buckhorn,2013,7,22,16.57492505
Buckhorn,2013,7,23,19.76476063
Buckhorn,2013,7,24,18.99267904
Buckhorn,2013,7,25,18.27139224
Buckhorn,2013,7,26,18.39148587
Buckhorn,2013,7,27,16.4122163
Buckhorn,2013,7,28,13.62744758
Buckhorn,2013,7,29,17.21414111
Buckhorn,2013,7,30,16.23785803
Buckhorn,2013,7,31,15.87985919
Buckhorn,2013,8,1,14.75794176
Buckhorn,2013,8,2,14.75269327
Buckhorn,2013,8,3,17.87488988
Buckhorn,2013,8,4,20.935334
Buckhorn,2013,8,5,20.34623983
Buckhorn,2013,8,6,18.8231781
Buckhorn,2013,8,7,17.94215309
Buckhorn,2013,8,8,18.76508152
Buckhorn,2013,8,9,17.55508323
Buckhorn,2013,8,10,17.50651622
Buckhorn,2013,8,11,16.09095749
Buckhorn,2013,8,12,17.250582
Buckhorn,2013,8,13,18.76850845
Buckhorn,2013,8,14,17.88836122
Buckhorn,2013,8,15,17.31738687
Buckhorn,2013,8,16,19.75157005
Buckhorn,2013,8,17,18.09482921
Buckhorn,2013,8,18,17.90046166
Buckhorn,2013,8,19,17.73888964
Buckhorn,2013,8,20,17.91051429
Buckhorn,2013,8,21,20.06140401
Buckhorn,2013,8,22,20.76137161
Buckhorn,2013,8,23,17.57548425
Buckhorn,2013,8,24,17.14061588
Buckhorn,2013,8,25,14.640245
Buckhorn,2013,8,26,16.79544515
Buckhorn,2013,8,27,18.91593495
Buckhorn,2013,8,28,19.81992894
Buckhorn,2013,8,29,18.00106922
Buckhorn,2013,8,30,18.96774592
Buckhorn,2013,8,31,19.76483374
Buckhorn,2013,9,1,18.86568682
Buckhorn,2013,9,2,19.3113346
Buckhorn,2013,9,3,17.50883323
Buckhorn,2013,9,4,17.19720516
Buckhorn,2013,9,5,16.14545975
Buckhorn,2013,9,6,16.19936436
Buckhorn,2013,9,7,17.49739839
Buckhorn,2013,9,8,19.28440137
Buckhorn,2013,9,9,18.17235341
Buckhorn,2013,9,10,19.38051801
Buckhorn,2013,9,11,22.70791096
Buckhorn,2013,9,12,17.80104777
Buckhorn,2013,9,13,16.06497513
Buckhorn,2013,9,14,17.06926488
Buckhorn,2013,9,15,15.92503487
Buckhorn,2013,9,16,15.51063532
Buckhorn,2013,9,17,13.67463473
Buckhorn,2013,9,18,14.52529039
Buckhorn,2013,9,19,14.97355866
Buckhorn,2013,9,20,13.50248249
Buckhorn,2013,9,21,14.16647181
Buckhorn,2013,9,22,11.99892261
Buckhorn,2013,9,23,11.56105728
Buckhorn,2013,9,24,10.18180254
Buckhorn,2013,9,25,9.753378992
Buckhorn,2013,9,26,10.63891088
Buckhorn,2013,9,27,9.78845946
Buckhorn,2013,9,28,11.99793274
Buckhorn,2013,9,29,10.13827154
Buckhorn,2013,9,30,9.60708466
Buckhorn,2013,10,1,9.496295943
Buckhorn,2013,10,2,8.394258489
Buckhorn,2013,10,3,8.591443543
Buckhorn,2013,10,4,9.351740793
Buckhorn,2013,10,5,11.53603472
Buckhorn,2013,10,6,13.52628545
Buckhorn,2013,10,7,10.82049165
Buckhorn,2013,10,8,8.471040836
Buckhorn,2013,10,9,8.118410429
Buckhorn,2013,10,10,8.785753263
Buckhorn,2013,10,11,8.851017455
Buckhorn,2013,10,12,8.311455213
Buckhorn,2013,10,13,8.528332174
Buckhorn,2013,10,14,8.402573157
Buckhorn,2013,10,15,9.433310693
Buckhorn,2013,10,16,8.499759396
Buckhorn,2013,10,17,8.852333845
Buckhorn,2013,10,18,8.694821709
Buckhorn,2013,10,19,7.957214645
Buckhorn,2013,10,20,6.93078012
Buckhorn,2013,10,21,7.836711957
Buckhorn,2013,10,22,9.77434872
Buckhorn,2013,10,23,8.617257739
Buckhorn,2013,10,24,7.657073791
Buckhorn,2013,10,25,10.03011596
Buckhorn,2013,10,26,8.507576435
Buckhorn,2013,10,27,8.349003362
Buckhorn,2013,10,28,8.904365174
Buckhorn,2013,10,29,6.089703616
Buckhorn,2013,10,30,6.713025831
Buckhorn,2013,10,31,9.435057505
Buckhorn,2013,11,1,9.886928758
Buckhorn,2013,11,2,8.121138083
Buckhorn,2013,11,3,5.890763736
Buckhorn,2013,11,4,5.027764923
Buckhorn,2013,11,5,7.73948246
Buckhorn,2013,11,6,7.535928146
Buckhorn,2013,11,7,8.768746736
Buckhorn,2013,11,8,7.906970827
Buckhorn,2013,11,9,4.964843881
Buckhorn,2013,11,10,7.593321623
Buckhorn,2013,11,11,9.051785133
Buckhorn,2013,11,12,9.700956416
Buckhorn,2013,11,13,8.460269497
Buckhorn,2013,11,14,7.279031924
Buckhorn,2013,11,15,5.923090102
Buckhorn,2013,11,16,5.266776896
Buckhorn,2013,11,17,6.906890517
Buckhorn,2013,11,18,8.324954329
Buckhorn,2013,11,19,5.722973661
Buckhorn,2013,11,20,0.726666985
Buckhorn,2013,11,21,0.449701094
Buckhorn,2013,11,22,1.26558866
Buckhorn,2013,11,23,1.473808981
Buckhorn,2013,11,24,2.74432909
Buckhorn,2013,11,25,4.692954456
Buckhorn,2013,11,26,4.513078498
Buckhorn,2013,11,27,6.553066076
Buckhorn,2013,11,28,4.691096943
Buckhorn,2013,11,29,4.780045887
Buckhorn,2013,11,30,6.585514944
Buckhorn,2013,12,1,9.233165801
Buckhorn,2013,12,2,2.076589809
Buckhorn,2013,12,3,-0.630999823
Buckhorn,2013,12,4,-4.038414655
Buckhorn,2013,12,5,-5.122279622
Buckhorn,2013,12,6,-4.288548803
Buckhorn,2013,12,7,-7.437480963
Buckhorn,2013,12,8,-7.338435482
Buckhorn,2013,12,9,-5.240583768
Buckhorn,2013,12,10,-1.076674929
Buckhorn,2013,12,11,-0.367323458
Buckhorn,2013,12,12,1.54896514
Buckhorn,2013,12,13,5.173510262
Buckhorn,2013,12,14,4.762572818
Buckhorn,2013,12,15,6.252443164
Buckhorn,2013,12,16,3.569900578
Buckhorn,2013,12,17,2.979042203
Buckhorn,2013,12,18,3.417414114
Buckhorn,2013,12,19,-0.232829465
Buckhorn,2013,12,20,0.848304605
Buckhorn,2013,12,21,6.247816302
Buckhorn,2013,12,22,7.29439248
Buckhorn,2013,12,23,6.844122614
Buckhorn,2013,12,24,3.425380705
Buckhorn,2013,12,25,0.495385388
Buckhorn,2013,12,26,1.398142913
Buckhorn,2013,12,27,3.046394414
Buckhorn,2013,12,28,4.055527553
Buckhorn,2013,12,29,2.875370605
Buckhorn,2013,12,30,3.253698264
Buckhorn,2013,12,31,5.203119665
Buckhorn,2014,1,1,4.47457349
Buckhorn,2014,1,2,6.304442757
Buckhorn,2014,1,3,3.298749321
Buckhorn,2014,1,4,0.922566174
Buckhorn,2014,1,5,0.702984347
Buckhorn,2014,1,6,1.365692378
Buckhorn,2014,1,7,4.936938977
Buckhorn,2014,1,8,6.746510924
Buckhorn,2014,1,9,4.794536516
Buckhorn,2014,1,10,6.842735712
Buckhorn,2014,1,11,6.523651837
Buckhorn,2014,1,12,6.162044057
Buckhorn,2014,1,13,7.834548839
Buckhorn,2014,1,14,6.95440268
Buckhorn,2014,1,15,5.234324815
Buckhorn,2014,1,16,3.590329812
Buckhorn,2014,1,17,1.444105958
Buckhorn,2014,1,18,1.695321881
Buckhorn,2014,1,19,2.124312784
Buckhorn,2014,1,20,1.294100865
Buckhorn,2014,1,21,3.246756271
Buckhorn,2014,1,22,4.525927355
Buckhorn,2014,1,23,4.581831024
Buckhorn,2014,1,24,1.45371208
Buckhorn,2014,1,25,4.633045665
Buckhorn,2014,1,26,3.660734273
Buckhorn,2014,1,27,2.370541683
Buckhorn,2014,1,28,5.559925876
Buckhorn,2014,1,29,6.51752134
Buckhorn,2014,1,30,4.261021794
Buckhorn,2014,1,31,3.867149734
Buckhorn,2014,2,1,2.556893529
Buckhorn,2014,2,2,1.18324356
Buckhorn,2014,2,3,0.518987743
Buckhorn,2014,2,4,-2.136231764
Buckhorn,2014,2,5,-5.027916903
Buckhorn,2014,2,6,-5.941063373
Buckhorn,2014,2,7,-4.358469625
Buckhorn,2014,2,8,-1.392525365
Buckhorn,2014,2,9,0.074338234
Buckhorn,2014,2,10,3.18916772
Buckhorn,2014,2,11,5.802922992
Buckhorn,2014,2,12,8.503731899
Buckhorn,2014,2,13,7.037154641
Buckhorn,2014,2,14,6.738123572
Buckhorn,2014,2,15,4.727118768
Buckhorn,2014,2,16,3.933633631
Buckhorn,2014,2,17,4.852917807
Buckhorn,2014,2,18,4.851785776
Buckhorn,2014,2,19,3.324082731
Buckhorn,2014,2,20,5.134225233
Buckhorn,2014,2,21,3.983730481
Buckhorn,2014,2,22,1.828150326
Buckhorn,2014,2,23,4.186932128
Buckhorn,2014,2,24,5.299756822
Buckhorn,2014,2,25,5.763625526
Buckhorn,2014,2,26,5.942009767
Buckhorn,2014,2,27,6.222731318
Buckhorn,2014,2,28,8.117625484
Buckhorn,2014,3,1,4.836727543
Buckhorn,2014,3,2,5.225662725
Buckhorn,2014,3,3,8.666691566
Buckhorn,2014,3,4,8.695508107
Buckhorn,2014,3,5,10.96411093
Buckhorn,2014,3,6,8.451669894
Buckhorn,2014,3,7,8.728959414
Buckhorn,2014,3,8,7.544324202
Buckhorn,2014,3,9,10.6194749
Buckhorn,2014,3,10,7.008010379
Buckhorn,2014,3,11,6.247830749
Buckhorn,2014,3,12,8.497440022
Buckhorn,2014,3,13,7.310156366
Buckhorn,2014,3,14,9.351038597
Buckhorn,2014,3,15,9.731303986
Buckhorn,2014,3,16,6.736527259
Buckhorn,2014,3,17,4.874286621
Buckhorn,2014,3,18,6.071115896
Buckhorn,2014,3,19,5.456068632
Buckhorn,2014,3,20,4.312369491
Buckhorn,2014,3,21,4.353894115
Buckhorn,2014,3,22,6.83912238
Buckhorn,2014,3,23,7.4548595
Buckhorn,2014,3,24,10.45213235
Buckhorn,2014,3,25,8.760567494
Buckhorn,2014,3,26,6.09975708
Buckhorn,2014,3,27,7.284972586
Buckhorn,2014,3,28,7.789643796
Buckhorn,2014,3,29,7.163911482
Buckhorn,2014,3,30,6.258790002
Buckhorn,2014,3,31,7.218541467
Buckhorn,2014,4,1,8.296535165
Buckhorn,2014,4,2,7.380943343
Buckhorn,2014,4,3,6.574783622
Buckhorn,2014,4,4,6.866394368
Buckhorn,2014,4,5,8.202966673
Buckhorn,2014,4,6,10.19961624
Buckhorn,2014,4,7,13.20871163
Buckhorn,2014,4,8,10.77535594
Buckhorn,2014,4,9,8.140099743
Buckhorn,2014,4,10,8.268350825
Buckhorn,2014,4,11,9.732353527
Buckhorn,2014,4,12,9.873285645
Buckhorn,2014,4,13,12.66630302
Buckhorn,2014,4,14,11.42075284
Buckhorn,2014,4,15,9.694532268
Buckhorn,2014,4,16,8.267885008
Buckhorn,2014,4,17,8.814622702
Buckhorn,2014,4,18,8.374371612
Buckhorn,2014,4,19,6.793510347
Buckhorn,2014,4,20,8.9491107
Buckhorn,2014,4,21,9.893932697
Buckhorn,2014,4,22,7.108954972
Buckhorn,2014,4,23,7.060728789
Buckhorn,2014,4,24,9.653271496
Buckhorn,2014,4,25,7.22312964
Buckhorn,2014,4,26,6.517013504
Buckhorn,2014,4,27,6.354900468
Buckhorn,2014,4,28,9.004282411
Buckhorn,2014,4,29,15.29752405
Buckhorn,2014,4,30,19.14509206
Buckhorn,2014,5,1,20.50066118
Buckhorn,2014,5,2,13.72884617
Buckhorn,2014,5,3,9.755834428
Buckhorn,2014,5,4,10.05596473
Buckhorn,2014,5,5,10.08410683
Buckhorn,2014,5,6,11.28674983
Buckhorn,2014,5,7,10.82442321
Buckhorn,2014,5,8,8.718467376
Buckhorn,2014,5,9,8.071816539
Buckhorn,2014,5,10,9.684219496
Buckhorn,2014,5,11,11.8453637
Buckhorn,2014,5,12,16.31272554
Buckhorn,2014,5,13,18.33006972
Buckhorn,2014,5,14,20.69783626
Buckhorn,2014,5,15,20.0543298
Buckhorn,2014,5,16,12.68124885
Buckhorn,2014,5,17,13.58647601
Buckhorn,2014,5,18,12.31417327
Buckhorn,2014,5,19,13.80417148
Buckhorn,2014,5,20,14.80597296
Buckhorn,2014,5,21,14.16486195
Buckhorn,2014,5,22,17.43192921
Buckhorn,2014,5,23,14.56009649
Buckhorn,2014,5,24,13.49728506
Buckhorn,2014,5,25,11.6589471
Buckhorn,2014,5,26,12.8149405
Buckhorn,2014,5,27,11.77021394
Buckhorn,2014,5,28,10.92041675
Buckhorn,2014,5,29,11.73848791
Buckhorn,2014,5,30,14.08096026
Buckhorn,2014,5,31,15.15135035
Buckhorn,2014,6,1,14.72029086
Buckhorn,2014,6,2,13.4750542
Buckhorn,2014,6,3,13.19921671
Buckhorn,2014,6,4,12.97972272
Buckhorn,2014,6,5,14.15894151
Buckhorn,2014,6,6,14.84453107
Buckhorn,2014,6,7,15.62306104
Buckhorn,2014,6,8,15.68684965
Buckhorn,2014,6,9,14.98789958
Buckhorn,2014,6,10,14.02548074
Buckhorn,2014,6,11,16.11699607
Buckhorn,2014,6,12,12.51108693
Buckhorn,2014,6,13,12.50879727
Buckhorn,2014,6,14,12.86198864
Buckhorn,2014,6,15,11.98627632
Buckhorn,2014,6,16,11.83706681
Buckhorn,2014,6,17,11.2161202
Buckhorn,2014,6,18,14.4770827
Buckhorn,2014,6,19,15.62568914
Buckhorn,2014,6,20,13.87999975
Buckhorn,2014,6,21,14.47638734
Buckhorn,2014,6,22,17.68957377
Buckhorn,2014,6,23,16.07703634
Buckhorn,2014,6,24,16.5349728
Buckhorn,2014,6,25,18.05967522
Buckhorn,2014,6,26,14.91846317
Buckhorn,2014,6,27,15.09742937
Buckhorn,2014,6,28,15.14232794
Buckhorn,2014,6,29,15.49312332
Buckhorn,2014,6,30,18.15925792
Buckhorn,2014,7,1,23.0558945
Buckhorn,2014,7,2,18.85811932
Buckhorn,2014,7,3,15.62734279
Buckhorn,2014,7,4,16.88680441
Buckhorn,2014,7,5,18.85319915
Buckhorn,2014,7,6,20.78548839
Buckhorn,2014,7,7,20.65404784
Buckhorn,2014,7,8,21.77157145
Buckhorn,2014,7,9,17.23579575
Buckhorn,2014,7,10,18.13291674
Buckhorn,2014,7,11,22.40726098
Buckhorn,2014,7,12,22.98315498
Buckhorn,2014,7,13,19.12722209
Buckhorn,2014,7,14,19.15997376
Buckhorn,2014,7,15,20.9110108
Buckhorn,2014,7,16,20.79238412
Buckhorn,2014,7,17,17.17919642
Buckhorn,2014,7,18,16.74839382
Buckhorn,2014,7,19,19.57424065
Buckhorn,2014,7,20,15.32266467
Buckhorn,2014,7,21,16.32700435
