site,year,month,day,temp_1m_C
Buckhorn,2010,9,26,15.98429376
Buckhorn,2010,9,27,19.97473483
Buckhorn,2010,9,28,17.82780364
Buckhorn,2010,9,29,14.14510884
Buckhorn,2010,9,30,15.31394407
Buckhorn,2010,10,1,13.8024026
Buckhorn,2010,10,2,14.04063656
Buckhorn,2010,10,3,12.47891032
Buckhorn,2010,10,4,10.26165834
Buckhorn,2010,10,5,11.50267543
Buckhorn,2010,10,6,12.22851629
Buckhorn,2010,10,7,12.49176899
Buckhorn,2010,10,8,13.73898973
Buckhorn,2010,10,9,14.23183935
Buckhorn,2010,10,10,12.70399091
Buckhorn,2010,10,11,8.881844842
Buckhorn,2010,10,12,10.74068088
Buckhorn,2010,10,13,12.24159921
Buckhorn,2010,10,14,10.53652108
Buckhorn,2010,10,15,8.515593043
Buckhorn,2010,10,16,8.217124083
Buckhorn,2010,10,17,7.755388712
Buckhorn,2010,10,18,9.682997559
Buckhorn,2010,10,19,10.81135399
Buckhorn,2010,10,20,12.42175886
Buckhorn,2010,10,21,9.767562014
Buckhorn,2010,10,22,11.44707109
Buckhorn,2010,10,23,9.812844132
Buckhorn,2010,10,24,8.444605539
Buckhorn,2010,10,25,7.317779458
Buckhorn,2010,10,26,6.440809231
Buckhorn,2010,10,27,8.441524689
Buckhorn,2010,10,28,8.98750514
Buckhorn,2010,10,29,9.463644357
Buckhorn,2010,10,30,7.686821291
Buckhorn,2010,10,31,9.006011897
Buckhorn,2010,11,1,11.65002652
Buckhorn,2010,11,2,11.69954371
Buckhorn,2010,11,3,12.3036331
Buckhorn,2010,11,4,12.24347129
Buckhorn,2010,11,5,10.28848364
Buckhorn,2010,11,6,9.936380301
Buckhorn,2010,11,7,7.462049919
Buckhorn,2010,11,8,4.654374615
Buckhorn,2010,11,9,5.151426641
Buckhorn,2010,11,10,5.926377039
Buckhorn,2010,11,11,4.886051336
Buckhorn,2010,11,12,5.732462994
Buckhorn,2010,11,13,5.732118444
Buckhorn,2010,11,14,10.31799298
Buckhorn,2010,11,15,10.3753311
Buckhorn,2010,11,16,7.695129231
Buckhorn,2010,11,17,5.427958202
Buckhorn,2010,11,18,3.101954278
Buckhorn,2010,11,19,3.572012081
Buckhorn,2010,11,20,2.460750817
Buckhorn,2010,11,21,-0.516514126
Buckhorn,2010,11,22,-2.282883676
Buckhorn,2010,11,23,-7.625526717
Buckhorn,2010,11,24,-6.73849978
Buckhorn,2010,11,25,0.073612011
Buckhorn,2010,11,26,3.524026226
Buckhorn,2010,11,27,2.06042702
Buckhorn,2010,11,28,2.053039853
Buckhorn,2010,11,29,3.48142165
Buckhorn,2010,11,30,5.614038534
Buckhorn,2010,12,1,5.417585497
Buckhorn,2010,12,2,3.322232361
Buckhorn,2010,12,3,3.984197269
Buckhorn,2010,12,4,2.213566307
Buckhorn,2010,12,5,4.115006441
Buckhorn,2010,12,6,5.820145695
Buckhorn,2010,12,7,6.7435729
Buckhorn,2010,12,8,7.893779676
Buckhorn,2010,12,9,7.054238877
Buckhorn,2010,12,10,5.214178519
Buckhorn,2010,12,11,5.810534424
Buckhorn,2010,12,12,11.25688058
Buckhorn,2010,12,13,9.671710276
Buckhorn,2010,12,14,3.85515876
Buckhorn,2010,12,15,3.21643449
Buckhorn,2010,12,16,3.79219949
Buckhorn,2010,12,17,3.232145476
Buckhorn,2010,12,18,3.415450917
Buckhorn,2010,12,19,2.649107547
Buckhorn,2010,12,20,3.645170441
Buckhorn,2010,12,21,5.309219227
Buckhorn,2010,12,22,5.020974324
Buckhorn,2010,12,23,6.23716767
Buckhorn,2010,12,24,6.578913007
Buckhorn,2010,12,25,6.36105457
Buckhorn,2010,12,26,3.146803048
Buckhorn,2010,12,27,3.854148868
Buckhorn,2010,12,28,4.471535923
Buckhorn,2010,12,29,1.087540679
Buckhorn,2010,12,30,-1.655750944
Buckhorn,2010,12,31,-3.10848542
Buckhorn,2011,1,1,-2.239774324
Buckhorn,2011,1,2,-0.788948111
Buckhorn,2011,1,3,-0.974211342
Buckhorn,2011,1,4,-1.121186773
Buckhorn,2011,1,5,2.89005639
Buckhorn,2011,1,6,5.813535138
Buckhorn,2011,1,7,4.541952601
Buckhorn,2011,1,8,1.393765168
Buckhorn,2011,1,9,0.46334963
Buckhorn,2011,1,10,0.112661165
Buckhorn,2011,1,11,-1.241371788
Buckhorn,2011,1,12,5.520528231
Buckhorn,2011,1,13,9.792088276
Buckhorn,2011,1,14,9.892493692
Buckhorn,2011,1,15,10.06246458
Buckhorn,2011,1,16,11.03993021
Buckhorn,2011,1,17,6.6095091
Buckhorn,2011,1,18,3.283127475
Buckhorn,2011,1,19,2.131361257
Buckhorn,2011,1,20,1.411022932
Buckhorn,2011,1,21,4.845870859
Buckhorn,2011,1,22,5.148969734
Buckhorn,2011,1,23,5.094183638
Buckhorn,2011,1,24,6.776440165
Buckhorn,2011,1,25,6.569773646
Buckhorn,2011,1,26,7.298397511
Buckhorn,2011,1,27,7.847505182
Buckhorn,2011,1,28,6.687756367
Buckhorn,2011,1,29,7.252347839
Buckhorn,2011,1,30,3.561643411
Buckhorn,2011,1,31,1.96216342
Buckhorn,2011,2,1,1.765918203
Buckhorn,2011,2,2,2.067117935
Buckhorn,2011,2,3,4.803746052
Buckhorn,2011,2,4,6.820458444
Buckhorn,2011,2,5,6.564619427
Buckhorn,2011,2,6,7.507616127
Buckhorn,2011,2,7,4.746694875
Buckhorn,2011,2,8,3.25390672
Buckhorn,2011,2,9,2.072242113
Buckhorn,2011,2,10,2.340831977
Buckhorn,2011,2,11,5.622240333
Buckhorn,2011,2,12,7.441429644
Buckhorn,2011,2,13,6.197901301
Buckhorn,2011,2,14,6.060777933
Buckhorn,2011,2,15,2.757116805
Buckhorn,2011,2,16,1.593602606
Buckhorn,2011,2,17,1.258593029
Buckhorn,2011,2,18,1.203829265
Buckhorn,2011,2,19,1.58330038
Buckhorn,2011,2,20,1.276181712
Buckhorn,2011,2,21,2.906637607
Buckhorn,2011,2,22,1.634390702
Buckhorn,2011,2,23,-0.132966556
Buckhorn,2011,2,24,-1.513441285
Buckhorn,2011,2,25,-4.470931843
Buckhorn,2011,2,26,-5.402101733
Buckhorn,2011,2,27,0.011583681
Buckhorn,2011,2,28,0.260891871
Buckhorn,2011,3,1,1.211391727
Buckhorn,2011,3,2,4.015927651
Buckhorn,2011,3,3,2.331138134
Buckhorn,2011,3,4,3.459159891
Buckhorn,2011,3,5,5.246452769
Buckhorn,2011,3,6,3.079370684
Buckhorn,2011,3,7,3.605158033
Buckhorn,2011,3,8,6.207106606
Buckhorn,2011,3,9,8.499963052
Buckhorn,2011,3,10,5.476875662
Buckhorn,2011,3,11,5.55221695
Buckhorn,2011,3,12,5.718704408
Buckhorn,2011,3,13,6.819612724
Buckhorn,2011,3,14,6.348037665
Buckhorn,2011,3,15,6.543864195
Buckhorn,2011,3,16,4.305832403
Buckhorn,2011,3,17,4.372203585
Buckhorn,2011,3,18,4.565831955
Buckhorn,2011,3,19,5.202232591
Buckhorn,2011,3,20,4.742006175
Buckhorn,2011,3,21,5.529176039
Buckhorn,2011,3,22,3.786052489
Buckhorn,2011,3,23,6.724477672
Buckhorn,2011,3,24,6.636169783
Buckhorn,2011,3,25,5.021122255
Buckhorn,2011,3,26,5.393051617
Buckhorn,2011,3,27,4.831966327
Buckhorn,2011,3,28,5.426393372
Buckhorn,2011,3,29,6.985605158
Buckhorn,2011,3,30,9.505112865
Buckhorn,2011,3,31,9.611387239
Buckhorn,2011,4,1,8.766902065
Buckhorn,2011,4,2,4.559681251
Buckhorn,2011,4,3,4.470887913
Buckhorn,2011,4,4,5.401601981
Buckhorn,2011,4,5,4.680563355
Buckhorn,2011,4,6,3.222687087
Buckhorn,2011,4,7,3.333714645
Buckhorn,2011,4,8,7.051926469
Buckhorn,2011,4,9,7.245225231
Buckhorn,2011,4,10,6.573189674
Buckhorn,2011,4,11,4.817214394
Buckhorn,2011,4,12,5.186374701
Buckhorn,2011,4,13,4.91980209
Buckhorn,2011,4,14,3.933474793
Buckhorn,2011,4,15,6.166975125
Buckhorn,2011,4,16,7.505166038
Buckhorn,2011,4,17,4.462855017
Buckhorn,2011,4,18,5.225999794
Buckhorn,2011,4,19,5.014039886
Buckhorn,2011,4,20,5.897199379
Buckhorn,2011,4,21,4.513015801
Buckhorn,2011,4,22,6.795448315
Buckhorn,2011,4,23,10.75350333
Buckhorn,2011,4,24,7.783685748
Buckhorn,2011,4,25,6.872441427
Buckhorn,2011,4,26,7.055510387
Buckhorn,2011,4,27,5.20164005
Buckhorn,2011,4,28,3.609369883
Buckhorn,2011,4,29,6.493351761
Buckhorn,2011,4,30,7.474280697
Buckhorn,2011,5,1,9.87325399
Buckhorn,2011,5,2,8.034065324
Buckhorn,2011,5,3,7.859358352
Buckhorn,2011,5,4,10.17042127
Buckhorn,2011,5,5,8.474063411
Buckhorn,2011,5,6,7.982195668
Buckhorn,2011,5,7,8.246001573
Buckhorn,2011,5,8,8.120193994
Buckhorn,2011,5,9,9.898922857
Buckhorn,2011,5,10,9.987002579
Buckhorn,2011,5,11,7.209586551
Buckhorn,2011,5,12,7.721482594
Buckhorn,2011,5,13,10.94979387
Buckhorn,2011,5,14,13.00331879
Buckhorn,2011,5,15,8.773332766
Buckhorn,2011,5,16,8.93613582
Buckhorn,2011,5,17,10.35363216
Buckhorn,2011,5,18,13.52042642
Buckhorn,2011,5,19,12.92201269
Buckhorn,2011,5,20,13.01272813
Buckhorn,2011,5,21,9.754117545
Buckhorn,2011,5,22,9.498017373
Buckhorn,2011,5,23,9.00559286
Buckhorn,2011,5,24,11.40050602
Buckhorn,2011,5,25,9.100425985
Buckhorn,2011,5,26,8.205336323
Buckhorn,2011,5,27,8.784898572
Buckhorn,2011,5,28,9.493310041
Buckhorn,2011,5,29,10.20694449
Buckhorn,2011,5,30,10.64523349
Buckhorn,2011,5,31,9.95072542
Buckhorn,2011,6,1,10.55213781
Buckhorn,2011,6,2,10.40917921
Buckhorn,2011,6,3,14.35467315
Buckhorn,2011,6,4,17.83192759
Buckhorn,2011,6,5,17.47931815
Buckhorn,2011,6,6,14.41584769
Buckhorn,2011,6,7,11.1483753
Buckhorn,2011,6,8,10.88667822
Buckhorn,2011,6,9,13.21006807
Buckhorn,2011,6,10,11.97888688
Buckhorn,2011,6,11,12.54284309
Buckhorn,2011,6,12,12.26840435
Buckhorn,2011,6,13,13.05404217
Buckhorn,2011,6,14,11.40478025
Buckhorn,2011,6,15,11.3959994
Buckhorn,2011,6,16,12.16731282
Buckhorn,2011,6,17,13.64908516
Buckhorn,2011,6,18,12.15189143
Buckhorn,2011,6,19,12.36337832
Buckhorn,2011,6,20,15.19751362
Buckhorn,2011,6,21,17.93959853
Buckhorn,2011,6,22,13.64469741
Buckhorn,2011,6,23,12.73229724
Buckhorn,2011,6,24,12.82431148
Buckhorn,2011,6,25,13.59340663
Buckhorn,2011,6,26,16.00040435
Buckhorn,2011,6,27,15.55235624
Buckhorn,2011,6,28,15.30299844
Buckhorn,2011,6,29,13.47046515
Buckhorn,2011,6,30,12.20362445
Buckhorn,2011,7,1,14.69585373
Buckhorn,2011,7,2,17.64319037
Buckhorn,2011,7,3,15.41635877
Buckhorn,2011,7,4,16.99081052
Buckhorn,2011,7,5,18.95877899
Buckhorn,2011,7,6,20.17656245
Buckhorn,2011,7,7,13.12245109
Buckhorn,2011,7,8,13.58526891
Buckhorn,2011,7,9,15.60868712
Buckhorn,2011,7,10,16.34444584
Buckhorn,2011,7,11,14.96968098
Buckhorn,2011,7,12,13.91271633
Buckhorn,2011,7,13,14.18487117
Buckhorn,2011,7,14,13.35670474
Buckhorn,2011,7,15,14.73310333
Buckhorn,2011,7,16,15.1605916
Buckhorn,2011,7,17,14.29891485
Buckhorn,2011,7,18,16.00150665
Buckhorn,2011,7,19,14.70979017
Buckhorn,2011,7,20,15.32944339
Buckhorn,2011,7,21,14.03297227
Buckhorn,2011,7,22,15.16553603
Buckhorn,2011,7,23,17.64864208
Buckhorn,2011,7,24,20.92862605
Buckhorn,2011,7,25,16.3837621
Buckhorn,2011,7,26,15.51006246
Buckhorn,2011,7,27,15.79103616
Buckhorn,2011,7,28,17.60060426
Buckhorn,2011,7,29,17.20828699
Buckhorn,2011,7,30,18.61392165
Buckhorn,2011,7,31,16.43798245
Buckhorn,2011,8,1,18.09314859
Buckhorn,2011,8,2,17.33768678
Buckhorn,2011,8,3,19.19809296
Buckhorn,2011,8,4,19.03020977
Buckhorn,2011,8,5,16.2272462
Buckhorn,2011,8,6,15.81609334
Buckhorn,2011,8,7,15.68780709
Buckhorn,2011,8,8,14.65707966
Buckhorn,2011,8,9,14.1058853
Buckhorn,2011,8,10,14.81608237
Buckhorn,2011,8,11,15.9217907
Buckhorn,2011,8,12,16.15228663
Buckhorn,2011,8,13,14.96109719
Buckhorn,2011,8,14,15.01982731
Buckhorn,2011,8,15,17.09721507
Buckhorn,2011,8,16,18.26383117
Buckhorn,2011,8,17,17.97615358
Buckhorn,2011,8,18,16.51488796
Buckhorn,2011,8,19,18.05296759
Buckhorn,2011,8,20,22.5179211
Buckhorn,2011,8,21,21.5662968
Buckhorn,2011,8,22,17.17949137
Buckhorn,2011,8,23,20.31757353
Buckhorn,2011,8,24,21.96314619
Buckhorn,2011,8,25,21.60609564
Buckhorn,2011,8,26,19.7886671
Buckhorn,2011,8,27,20.00733276
Buckhorn,2011,8,28,17.09519431
Buckhorn,2011,8,29,16.36114406
Buckhorn,2011,8,30,14.39874075
Buckhorn,2011,8,31,14.52440422
Buckhorn,2011,9,1,14.25471223
Buckhorn,2011,9,2,15.98896442
Buckhorn,2011,9,3,18.80358569
Buckhorn,2011,9,4,21.64762326
Buckhorn,2011,9,5,19.038363
Buckhorn,2011,9,6,19.51630162
Buckhorn,2011,9,7,21.50448127
Buckhorn,2011,9,8,23.03186115
Buckhorn,2011,9,9,23.02203173
Buckhorn,2011,9,10,23.00493122
Buckhorn,2011,9,11,22.46911276
Buckhorn,2011,9,12,16.13366657
Buckhorn,2011,9,13,15.22203664
Buckhorn,2011,9,14,15.37175375
Buckhorn,2011,9,15,14.35073977
Buckhorn,2011,9,16,13.10614247
Buckhorn,2011,9,17,10.8487785
Buckhorn,2011,9,18,14.07647505
Buckhorn,2011,9,19,14.64393038
Buckhorn,2011,9,20,16.53181203
Buckhorn,2011,9,21,17.72885192
Buckhorn,2011,9,22,18.44934191
Buckhorn,2011,9,23,20.88559386
Buckhorn,2011,9,24,19.0395627
Buckhorn,2011,9,25,13.83038243
Buckhorn,2011,9,26,12.54528968
Buckhorn,2011,9,27,13.52478156
Buckhorn,2011,9,28,11.58943524
Buckhorn,2011,9,29,15.54532404
Buckhorn,2011,9,30,13.6756306
Buckhorn,2011,10,1,11.68638122
Buckhorn,2011,10,2,11.89164568
Buckhorn,2011,10,3,12.26908279
Buckhorn,2011,10,4,10.58439929
Buckhorn,2011,10,5,9.520814096
Buckhorn,2011,10,6,10.66167361
Buckhorn,2011,10,7,11.51351407
Buckhorn,2011,10,8,13.22595915
Buckhorn,2011,10,9,11.74597159
Buckhorn,2011,10,10,11.36510785
Buckhorn,2011,10,11,11.29126845
Buckhorn,2011,10,12,10.08602742
Buckhorn,2011,10,13,9.138579989
Buckhorn,2011,10,14,10.19858433
Buckhorn,2011,10,15,8.736317006
Buckhorn,2011,10,16,8.183990937
Buckhorn,2011,10,17,8.436370531
Buckhorn,2011,10,18,11.35915124
Buckhorn,2011,10,19,10.2331321
Buckhorn,2011,10,20,11.05976917
Buckhorn,2011,10,21,11.28667938
Buckhorn,2011,10,22,13.39900299
Buckhorn,2011,10,23,10.10361555
Buckhorn,2011,10,24,8.28276379
Buckhorn,2011,10,25,6.478294212
Buckhorn,2011,10,26,4.921482696
Buckhorn,2011,10,27,6.340878012
Buckhorn,2011,10,28,7.747442248
Buckhorn,2011,10,29,9.141376085
Buckhorn,2011,10,30,10.69957844
Buckhorn,2011,10,31,7.825678849
Buckhorn,2011,11,1,4.490168403
Buckhorn,2011,11,2,5.994026046
Buckhorn,2011,11,3,4.994381544
Buckhorn,2011,11,4,4.168479224
Buckhorn,2011,11,5,3.399101451
Buckhorn,2011,11,6,3.306765835
Buckhorn,2011,11,7,5.964126784
Buckhorn,2011,11,8,7.742986406
Buckhorn,2011,11,9,9.056443307
Buckhorn,2011,11,10,7.520502088
Buckhorn,2011,11,11,4.60537931
Buckhorn,2011,11,12,4.410710387
Buckhorn,2011,11,13,6.910765417
Buckhorn,2011,11,14,5.217085853
Buckhorn,2011,11,15,2.651836394
Buckhorn,2011,11,16,4.450158824
Buckhorn,2011,11,17,3.159770102
Buckhorn,2011,11,18,1.260809842
Buckhorn,2011,11,19,0.469212873
Buckhorn,2011,11,20,-0.664936715
Buckhorn,2011,11,21,5.177523664
Buckhorn,2011,11,22,8.32378642
Buckhorn,2011,11,23,6.499078118
Buckhorn,2011,11,24,3.941948862
Buckhorn,2011,11,25,3.945287824
Buckhorn,2011,11,26,7.353038196
Buckhorn,2011,11,27,7.888510665
Buckhorn,2011,11,28,2.917705775
Buckhorn,2011,11,29,2.717213103
Buckhorn,2011,11,30,4.378106808
Buckhorn,2011,12,1,1.952881055
Buckhorn,2011,12,2,3.722538819
Buckhorn,2011,12,3,0.805117367
Buckhorn,2011,12,4,1.10362315
Buckhorn,2011,12,5,-0.340520295
Buckhorn,2011,12,6,0.374004911
Buckhorn,2011,12,7,1.998294989
Buckhorn,2011,12,8,1.280286572
Buckhorn,2011,12,9,1.15898736
Buckhorn,2011,12,10,-0.158618187
Buckhorn,2011,12,11,1.230190661
Buckhorn,2011,12,12,0.551883143
Buckhorn,2011,12,13,-0.772766937
Buckhorn,2011,12,14,1.384553129
Buckhorn,2011,12,15,3.933829579
Buckhorn,2011,12,16,5.26388575
Buckhorn,2011,12,17,3.447224923
Buckhorn,2011,12,18,4.342430572
Buckhorn,2011,12,19,3.538334225
Buckhorn,2011,12,20,3.668244261
Buckhorn,2011,12,21,1.390820969
Buckhorn,2011,12,22,0.1036835
Buckhorn,2011,12,23,4.984833819
Buckhorn,2011,12,24,8.025765555
Buckhorn,2011,12,25,5.31948164
Buckhorn,2011,12,26,2.435475725
Buckhorn,2011,12,27,6.002827002
Buckhorn,2011,12,28,9.524361294
Buckhorn,2011,12,29,6.48145671
Buckhorn,2011,12,30,4.884845283
Buckhorn,2011,12,31,0.930240268
Buckhorn,2012,1,1,4.954679502
Buckhorn,2012,1,2,6.164069246
Buckhorn,2012,1,3,8.553642046
Buckhorn,2012,1,4,8.503845066
Buckhorn,2012,1,5,4.519346055
Buckhorn,2012,1,6,0.932611404
Buckhorn,2012,1,7,3.517715894
Buckhorn,2012,1,8,5.156356368
Buckhorn,2012,1,9,5.512989309
Buckhorn,2012,1,10,2.569396443
Buckhorn,2012,1,11,0.686461127
Buckhorn,2012,1,12,1.320931867
Buckhorn,2012,1,13,1.243201032
Buckhorn,2012,1,14,1.545788876
Buckhorn,2012,1,15,-1.221450397
Buckhorn,2012,1,16,-1.916492264
Buckhorn,2012,1,17,0.118216907
Buckhorn,2012,1,18,-0.542892731
Buckhorn,2012,1,19,-0.789039538
Buckhorn,2012,1,20,3.915367137
Buckhorn,2012,1,21,3.474195637
Buckhorn,2012,1,22,2.811042522
Buckhorn,2012,1,23,1.849313341
Buckhorn,2012,1,24,5.027622064
Buckhorn,2012,1,25,6.46577895
Buckhorn,2012,1,26,3.733960099
Buckhorn,2012,1,27,0.264059523
Buckhorn,2012,1,28,3.94354287
Buckhorn,2012,1,29,6.457635616
Buckhorn,2012,1,30,6.095353429
Buckhorn,2012,1,31,5.633708014
Buckhorn,2012,2,1,5.666289791
Buckhorn,2012,2,2,4.418282023
Buckhorn,2012,2,3,6.08274851
Buckhorn,2012,2,4,7.085181614
Buckhorn,2012,2,5,6.71293111
Buckhorn,2012,2,6,6.42939127
Buckhorn,2012,2,7,8.178220317
Buckhorn,2012,2,8,6.178082697
Buckhorn,2012,2,9,7.942682997
Buckhorn,2012,2,10,7.285482925
Buckhorn,2012,2,11,4.867340182
Buckhorn,2012,2,12,4.372792198
Buckhorn,2012,2,13,4.262811994
Buckhorn,2012,2,14,3.217989062
Buckhorn,2012,2,15,2.52383962
Buckhorn,2012,2,16,3.651022309
Buckhorn,2012,2,17,5.532593713
Buckhorn,2012,2,18,3.016877845
Buckhorn,2012,2,19,2.558378096
Buckhorn,2012,2,20,4.321293363
Buckhorn,2012,2,21,8.203817595
Buckhorn,2012,2,22,6.079468327
Buckhorn,2012,2,23,4.069267231
Buckhorn,2012,2,24,4.705646077
Buckhorn,2012,2,25,2.051085045
Buckhorn,2012,2,26,1.096274459
Buckhorn,2012,2,27,0.369038496
Buckhorn,2012,2,28,0.741038565
Buckhorn,2012,2,29,0.287948547
Buckhorn,2012,3,1,1.184697687
Buckhorn,2012,3,2,2.819628087
Buckhorn,2012,3,3,7.236464758
Buckhorn,2012,3,4,7.09544889
Buckhorn,2012,3,5,3.77028598
Buckhorn,2012,3,6,2.139834366
Buckhorn,2012,3,7,2.623314702
Buckhorn,2012,3,8,7.596172957
Buckhorn,2012,3,9,6.490230482
Buckhorn,2012,3,10,6.060181428
Buckhorn,2012,3,11,3.087821324
Buckhorn,2012,3,12,3.078962498
Buckhorn,2012,3,13,0.725135433
Buckhorn,2012,3,14,2.995695177
Buckhorn,2012,3,15,7.686492813
Buckhorn,2012,3,16,4.629565152
Buckhorn,2012,3,17,3.901342217
Buckhorn,2012,3,18,1.309460691
Buckhorn,2012,3,19,1.113661858
Buckhorn,2012,3,20,3.324275846
Buckhorn,2012,3,21,2.291048359
Buckhorn,2012,3,22,1.92492289
Buckhorn,2012,3,23,4.616939462
Buckhorn,2012,3,24,7.18473833
Buckhorn,2012,3,25,8.067289054
Buckhorn,2012,3,26,7.209179952
Buckhorn,2012,3,27,7.875688384
Buckhorn,2012,3,28,6.16641977
Buckhorn,2012,3,29,7.049621266
Buckhorn,2012,3,30,6.120591246
Buckhorn,2012,3,31,4.881212673
Buckhorn,2012,4,1,4.015962695
Buckhorn,2012,4,2,8.883718877
Buckhorn,2012,4,3,5.870230416
Buckhorn,2012,4,4,2.646233333
Buckhorn,2012,4,5,3.518413717
Buckhorn,2012,4,6,2.824047883
Buckhorn,2012,4,7,6.832303169
Buckhorn,2012,4,8,12.72623756
Buckhorn,2012,4,9,12.48296074
Buckhorn,2012,4,10,11.470934
Buckhorn,2012,4,11,8.209246166
Buckhorn,2012,4,12,6.606037029
Buckhorn,2012,4,13,8.582815232
Buckhorn,2012,4,14,8.365933408
Buckhorn,2012,4,15,9.677485978
Buckhorn,2012,4,16,8.616487669
Buckhorn,2012,4,17,5.251183674
Buckhorn,2012,4,18,8.374211233
Buckhorn,2012,4,19,7.585520356
Buckhorn,2012,4,20,8.585905641
Buckhorn,2012,4,21,12.58466764
Buckhorn,2012,4,22,16.4338924
Buckhorn,2012,4,23,16.64302281
Buckhorn,2012,4,24,11.10153205
Buckhorn,2012,4,25,11.88179544
Buckhorn,2012,4,26,8.123807635
Buckhorn,2012,4,27,7.354640666
Buckhorn,2012,4,28,10.14111158
Buckhorn,2012,4,29,11.45820236
Buckhorn,2012,4,30,8.160911835
Buckhorn,2012,5,1,6.296633534
Buckhorn,2012,5,2,7.312788277
Buckhorn,2012,5,3,7.372936417
Buckhorn,2012,5,4,6.39149121
Buckhorn,2012,5,5,7.178140157
Buckhorn,2012,5,6,10.21815744
Buckhorn,2012,5,7,15.16920618
Buckhorn,2012,5,8,12.39052065
Buckhorn,2012,5,9,8.024969568
Buckhorn,2012,5,10,7.895951496
Buckhorn,2012,5,11,11.42752316
Buckhorn,2012,5,12,16.26719936
Buckhorn,2012,5,13,18.77576345
Buckhorn,2012,5,14,20.09513849
Buckhorn,2012,5,15,14.71860743
Buckhorn,2012,5,16,12.34822896
Buckhorn,2012,5,17,9.774244368
Buckhorn,2012,5,18,9.524822851
Buckhorn,2012,5,19,12.10937873
Buckhorn,2012,5,20,11.86710392
Buckhorn,2012,5,21,12.00185901
Buckhorn,2012,5,22,8.824756708
Buckhorn,2012,5,23,9.360992543
Buckhorn,2012,5,24,9.530777689
Buckhorn,2012,5,25,12.99639792
Buckhorn,2012,5,26,13.00799227
Buckhorn,2012,5,27,11.59615543
Buckhorn,2012,5,28,10.66083278
Buckhorn,2012,5,29,10.0686841
Buckhorn,2012,5,30,13.45085735
Buckhorn,2012,5,31,14.28510834
Buckhorn,2012,6,1,16.22199859
Buckhorn,2012,6,2,12.32465421
Buckhorn,2012,6,3,10.6104564
Buckhorn,2012,6,4,8.828922236
Buckhorn,2012,6,5,9.69664862
Buckhorn,2012,6,6,10.55323649
Buckhorn,2012,6,7,10.31170568
Buckhorn,2012,6,8,8.883096428
Buckhorn,2012,6,9,10.42687466
Buckhorn,2012,6,10,12.15364181
Buckhorn,2012,6,11,15.68718667
Buckhorn,2012,6,12,13.68389816
Buckhorn,2012,6,13,11.00142377
Buckhorn,2012,6,14,10.90015556
Buckhorn,2012,6,15,15.60057766
Buckhorn,2012,6,16,17.52940257
Buckhorn,2012,6,17,13.76467352
Buckhorn,2012,6,18,11.21107606
Buckhorn,2012,6,19,11.78977327
Buckhorn,2012,6,20,16.24703138
Buckhorn,2012,6,21,16.05090179
Buckhorn,2012,6,22,12.99469887
Buckhorn,2012,6,23,11.12603397
Buckhorn,2012,6,24,12.40561179
Buckhorn,2012,6,25,13.09933735
Buckhorn,2012,6,26,12.79098082
Buckhorn,2012,6,27,15.36670266
Buckhorn,2012,6,28,15.27177756
Buckhorn,2012,6,29,16.29256647
Buckhorn,2012,6,30,16.14897553
Buckhorn,2012,7,1,14.04589177
Buckhorn,2012,7,2,13.37820448
Buckhorn,2012,7,3,12.26317872
Buckhorn,2012,7,4,14.32918871
Buckhorn,2012,7,5,17.34261429
Buckhorn,2012,7,6,16.53910538
Buckhorn,2012,7,7,17.77025873
Buckhorn,2012,7,8,20.51781025
Buckhorn,2012,7,9,15.6046343
Buckhorn,2012,7,10,16.50379149
Buckhorn,2012,7,11,19.60349649
Buckhorn,2012,7,12,16.19599876
Buckhorn,2012,7,13,16.88939527
Buckhorn,2012,7,14,17.83752459
Buckhorn,2012,7,15,15.00330254
Buckhorn,2012,7,16,17.85399285
Buckhorn,2012,7,17,18.75028308
Buckhorn,2012,7,18,16.5777734
Buckhorn,2012,7,19,18.01808402
Buckhorn,2012,7,20,16.17020473
Buckhorn,2012,7,21,17.40043438
Buckhorn,2012,7,22,13.63328063
Buckhorn,2012,7,23,13.02325107
Buckhorn,2012,7,24,16.75087439
Buckhorn,2012,7,25,19.45828829
Buckhorn,2012,7,26,16.40210952
Buckhorn,2012,7,27,15.41816064
Buckhorn,2012,7,28,15.84000948
Buckhorn,2012,7,29,15.9323975
Buckhorn,2012,7,30,14.56711649
Buckhorn,2012,7,31,16.35961861
Buckhorn,2012,8,1,15.20617867
Buckhorn,2012,8,2,15.01172517
Buckhorn,2012,8,3,18.96271574
Buckhorn,2012,8,4,24.86901729
Buckhorn,2012,8,5,24.70131431
Buckhorn,2012,8,6,19.90828582
Buckhorn,2012,8,7,16.83834689
Buckhorn,2012,8,8,16.88382677
Buckhorn,2012,8,9,18.13765301
Buckhorn,2012,8,10,17.44975354
Buckhorn,2012,8,11,19.41997718
Buckhorn,2012,8,12,23.10779605
Buckhorn,2012,8,13,21.6806619
Buckhorn,2012,8,14,18.8018973
Buckhorn,2012,8,15,22.07545557
Buckhorn,2012,8,16,26.31041591
Buckhorn,2012,8,17,22.18365613
Buckhorn,2012,8,18,15.59602137
Buckhorn,2012,8,19,17.56959661
Buckhorn,2012,8,20,18.03500371
Buckhorn,2012,8,21,15.96994132
Buckhorn,2012,8,22,15.50434513
Buckhorn,2012,8,23,15.09147744
