site,site_num,plot,tag_num,column,row,year,region,family,BD_mm,DBH_mm,HT_cm,alive,dead_year,notes,fam_lat,fam_long,fam_elev_m
BUCKHORN2,2,31,2985,33,38,2017,CAKLA,7009,NA,NA,NA,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,31,2985,33,38,2018,CAKLA,7009,NA,121,810,y,NA,"MLT,RMC2",39.3,-122.91,1064
BUCKHORN2,2,1,2998,2,4,2009,CAKLA,7009,10.9,NA,52,y,NA,"CHL,",39.3,-122.91,1064
BUCKHORN2,2,1,2998,2,4,2010,CAKLA,7009,19.8,NA,61,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,1,2998,2,4,2011,CAKLA,7009,30.5,NA,101,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,1,2998,2,4,2012,CAKLA,7009,49.1,7.9,165,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,1,2998,2,4,2013,CAKLA,7009,54.9,22.2,231,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,1,2998,2,4,2014,CAKLA,7009,NA,34,286,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,1,2998,2,4,2015,CAKLA,7009,NA,50,350,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,1,2998,2,4,2016,CAKLA,7009,NA,70,445,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,1,2998,2,4,2017,CAKLA,7009,NA,NA,NA,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,1,2998,2,4,2018,CAKLA,7009,NA,101,670,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,22,3000,23,27,2009,CAKLA,7009,12.1,NA,69,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,22,3000,23,27,2010,CAKLA,7009,23,NA,87,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,22,3000,23,27,2011,CAKLA,7009,36.7,NA,126,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,22,3000,23,27,2012,CAKLA,7009,59,11.8,184,y,NA,"~CTL,",39.3,-122.91,1064
BUCKHORN2,2,22,3000,23,27,2013,CAKLA,7009,77.7,32.5,298,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,22,3000,23,27,2014,CAKLA,7009,NA,50.5,393,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,22,3000,23,27,2015,CAKLA,7009,NA,69,532,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,22,3000,23,27,2016,CAKLA,7009,NA,92,685,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,22,3000,23,27,2017,CAKLA,7009,NA,NA,NA,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,22,3000,23,27,2018,CAKLA,7009,NA,127,900,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,41,3004,40,36,2009,CAKLA,7009,10.4,NA,57,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,41,3004,40,36,2010,CAKLA,7009,22,NA,83,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,41,3004,40,36,2011,CAKLA,7009,30.5,NA,121,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,41,3004,40,36,2012,CAKLA,7009,48,9.8,185,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,41,3004,40,36,2013,CAKLA,7009,60.9,27,244,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,41,3004,40,36,2014,CAKLA,7009,NA,40.7,288,y,NA,"MLT,",39.3,-122.91,1064
BUCKHORN2,2,41,3004,40,36,2015,CAKLA,7009,NA,57,379,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,41,3004,40,36,2016,CAKLA,7009,NA,73,420,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,41,3004,40,36,2017,CAKLA,7009,NA,NA,NA,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,41,3004,40,36,2018,CAKLA,7009,NA,102,630,y,NA,",",39.3,-122.91,1064
BUCKHORN2,2,1,3017,3,4,2009,CAKLA,7010,11.3,NA,62,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,1,3017,3,4,2010,CAKLA,7010,27.8,NA,75,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,1,3017,3,4,2011,CAKLA,7010,39.6,NA,116,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,1,3017,3,4,2012,CAKLA,7010,63.3,11.9,181,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,1,3017,3,4,2013,CAKLA,7010,81.9,30,256,y,NA,"TD2,CTL",39.3,-122.92,1000
BUCKHORN2,2,1,3017,3,4,2014,CAKLA,7010,NA,46.2,305,y,NA,"MLT,",39.3,-122.92,1000
BUCKHORN2,2,1,3017,3,4,2015,CAKLA,7010,NA,64,400,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,1,3017,3,4,2016,CAKLA,7010,NA,86,501,y,NA,"RMC2,",39.3,-122.92,1000
BUCKHORN2,2,1,3017,3,4,2017,CAKLA,7010,NA,NA,NA,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,1,3017,3,4,2018,CAKLA,7010,NA,115,670,y,NA,"RMC2,",39.3,-122.92,1000
BUCKHORN2,2,31,3019,35,38,2009,CAKLA,7010,13.3,NA,62,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,31,3019,35,38,2010,CAKLA,7010,33,NA,106,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,31,3019,35,38,2011,CAKLA,7010,50.8,5.7,155,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,31,3019,35,38,2012,CAKLA,7010,71.6,24.1,242,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,31,3019,35,38,2013,CAKLA,7010,92,46.1,331,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,31,3019,35,38,2014,CAKLA,7010,NA,65.9,443,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,31,3019,35,38,2015,CAKLA,7010,NA,87,545,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,31,3019,35,38,2016,CAKLA,7010,NA,115,630,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,31,3019,35,38,2017,CAKLA,7010,NA,NA,NA,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,31,3019,35,38,2018,CAKLA,7010,NA,161,880,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,22,3039,19,27,2009,CAKLA,7010,10.6,NA,31,y,NA,"MLT,",39.3,-122.92,1000
BUCKHORN2,2,22,3039,19,27,2010,CAKLA,7010,22.2,NA,58,y,NA," CTL         ,",39.3,-122.92,1000
BUCKHORN2,2,22,3039,19,27,2011,CAKLA,7010,35,NA,99,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,22,3039,19,27,2012,CAKLA,7010,56.6,7.2,160,y,NA,",SMALL HEALING GAPING WOUND ABOVE DBH",39.3,-122.92,1000
BUCKHORN2,2,22,3039,19,27,2013,CAKLA,7010,79.4,25.9,240,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,22,3039,19,27,2014,CAKLA,7010,NA,44.9,326,y,NA,"MLT,",39.3,-122.92,1000
BUCKHORN2,2,22,3039,19,27,2015,CAKLA,7010,NA,59,425,y,NA,"MLT,",39.3,-122.92,1000
BUCKHORN2,2,22,3039,19,27,2016,CAKLA,7010,NA,80,507,y,NA,"MLT   ,",39.3,-122.92,1000
BUCKHORN2,2,22,3039,19,27,2017,CAKLA,7010,NA,NA,NA,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,22,3039,19,27,2018,CAKLA,7010,NA,108,690,y,NA,"MLT,",39.3,-122.92,1000
BUCKHORN2,2,41,3047,42,37,2009,CAKLA,7010,11.1,NA,43,y,NA,"CTL,MLT",39.3,-122.92,1000
BUCKHORN2,2,41,3047,42,37,2010,CAKLA,7010,26.2,NA,61,y,NA," MLT         ,",39.3,-122.92,1000
BUCKHORN2,2,41,3047,42,37,2011,CAKLA,7010,38.5,NA,110,y,NA," MLT         ,",39.3,-122.92,1000
BUCKHORN2,2,41,3047,42,37,2012,CAKLA,7010,58.7,10.4,177,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,41,3047,42,37,2013,CAKLA,7010,82.4,27.9,268,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,41,3047,42,37,2014,CAKLA,7010,NA,46.2,367,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,41,3047,42,37,2015,CAKLA,7010,NA,66,465,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,41,3047,42,37,2016,CAKLA,7010,NA,90,562,y,NA,"RMC2,",39.3,-122.92,1000
BUCKHORN2,2,41,3047,42,37,2017,CAKLA,7010,NA,NA,NA,y,NA,",",39.3,-122.92,1000
BUCKHORN2,2,41,3047,42,37,2018,CAKLA,7010,NA,138,800,y,NA,"MLT RMC2,",39.3,-122.92,1000
BUCKHORN2,2,31,3051,32,39,2009,CAKLA,7034,10.2,NA,50,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,31,3051,32,39,2010,CAKLA,7034,27,NA,70,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,31,3051,32,39,2011,CAKLA,7034,37.3,NA,127,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,31,3051,32,39,2012,CAKLA,7034,61,20.5,202,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,31,3051,32,39,2013,CAKLA,7034,85.5,39.4,268,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,31,3051,32,39,2014,CAKLA,7034,NA,61.8,357,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,31,3051,32,39,2015,CAKLA,7034,NA,89,450,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,31,3051,32,39,2016,CAKLA,7034,NA,115,553,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,31,3051,32,39,2017,CAKLA,7034,NA,NA,NA,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,31,3051,32,39,2018,CAKLA,7034,NA,158,800,y,NA,"RMC2,",40.67,-123.62,1341.12
BUCKHORN2,2,22,3052,22,26,2009,CAKLA,7034,13.4,NA,65,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,22,3052,22,26,2010,CAKLA,7034,30.3,NA,82,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,22,3052,22,26,2011,CAKLA,7034,52.8,4.7,141,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,22,3052,22,26,2012,CAKLA,7034,71.9,20.1,226,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,22,3052,22,26,2013,CAKLA,7034,90.7,41.8,319,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,22,3052,22,26,2014,CAKLA,7034,NA,63.5,365,y,NA,"TD1,",40.67,-123.62,1341.12
BUCKHORN2,2,22,3052,22,26,2015,CAKLA,7034,NA,88,466,y,NA,"MLT,",40.67,-123.62,1341.12
BUCKHORN2,2,22,3052,22,26,2016,CAKLA,7034,NA,117,537,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,22,3052,22,26,2017,CAKLA,7034,NA,NA,NA,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,22,3052,22,26,2018,CAKLA,7034,NA,156,780,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,41,3073,42,36,2009,CAKLA,7034,10.5,NA,51,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,41,3073,42,36,2010,CAKLA,7034,29.7,NA,62,y,NA," MLT         , CTL       ",40.67,-123.62,1341.12
BUCKHORN2,2,41,3073,42,36,2011,CAKLA,7034,46.6,NA,130,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,41,3073,42,36,2012,CAKLA,7034,67.5,15.3,214,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,41,3073,42,36,2013,CAKLA,7034,82.4,44.9,302,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,41,3073,42,36,2014,CAKLA,7034,NA,53.6,380,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,41,3073,42,36,2015,CAKLA,7034,NA,72,484,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,41,3073,42,36,2016,CAKLA,7034,NA,97,564,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,41,3073,42,36,2017,CAKLA,7034,NA,NA,NA,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,41,3073,42,36,2018,CAKLA,7034,NA,136,780,y,NA,"MLT,",40.67,-123.62,1341.12
BUCKHORN2,2,1,3076,4,5,2009,CAKLA,7034,11.8,NA,43,y,NA,"CTL,",40.67,-123.62,1341.12
BUCKHORN2,2,1,3076,4,5,2010,CAKLA,7034,17.2,NA,60,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,1,3076,4,5,2011,CAKLA,7034,27.7,NA,78,y,NA," MLT         ,",40.67,-123.62,1341.12
BUCKHORN2,2,1,3076,4,5,2012,CAKLA,7034,38.2,5.1,136,y,NA,"~MLT,",40.67,-123.62,1341.12
BUCKHORN2,2,1,3076,4,5,2013,CAKLA,7034,51,19.7,200,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,1,3076,4,5,2014,CAKLA,7034,NA,37.5,282,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,1,3076,4,5,2015,CAKLA,7034,NA,55,374,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,1,3076,4,5,2016,CAKLA,7034,NA,75,475,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,1,3076,4,5,2017,CAKLA,7034,NA,NA,600,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,1,3076,4,5,2018,CAKLA,7034,NA,101,690,y,NA,",",40.67,-123.62,1341.12
BUCKHORN2,2,31,3094,34,39,2009,CAKLA,7035,12.8,NA,42,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,31,3094,34,39,2010,CAKLA,7035,28.4,NA,86,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,31,3094,34,39,2011,CAKLA,7035,43.6,NA,131,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,31,3094,34,39,2012,CAKLA,7035,72,15.1,211,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,31,3094,34,39,2013,CAKLA,7035,90,34.8,292,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,31,3094,34,39,2014,CAKLA,7035,NA,55,376,y,NA,"MLT,",40.67,-123.62,1402.08
BUCKHORN2,2,31,3094,34,39,2015,CAKLA,7035,NA,75,473,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,31,3094,34,39,2016,CAKLA,7035,NA,100,573,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,31,3094,34,39,2017,CAKLA,7035,NA,NA,690,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,31,3094,34,39,2018,CAKLA,7035,NA,135,800,y,NA,"RMC2,",40.67,-123.62,1402.08
BUCKHORN2,2,1,3096,6,2,2009,CAKLA,7035,11.9,NA,55,y,NA,"CHL,",40.67,-123.62,1402.08
BUCKHORN2,2,1,3096,6,2,2010,CAKLA,7035,17.4,NA,64,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,1,3096,6,2,2011,CAKLA,7035,26.5,NA,90,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,1,3096,6,2,2012,CAKLA,7035,37.7,4.7,130,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,1,3096,6,2,2013,CAKLA,7035,49.6,15,197,y,NA,"CHL,",40.67,-123.62,1402.08
BUCKHORN2,2,1,3096,6,2,2014,CAKLA,7035,NA,31.7,266,y,NA,"MLT,",40.67,-123.62,1402.08
BUCKHORN2,2,1,3096,6,2,2015,CAKLA,7035,NA,45,335,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,1,3096,6,2,2016,CAKLA,7035,NA,63,429,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,1,3096,6,2,2017,CAKLA,7035,NA,NA,NA,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,1,3096,6,2,2018,CAKLA,7035,NA,90,600,y,NA,"RMC2,",40.67,-123.62,1402.08
BUCKHORN2,2,41,3108,41,34,2009,CAKLA,7035,13.6,NA,34,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,41,3108,41,34,2010,CAKLA,7035,28.2,NA,75,y,NA," MLT         , CTL       ",40.67,-123.62,1402.08
BUCKHORN2,2,41,3108,41,34,2011,CAKLA,7035,37.1,NA,129,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,41,3108,41,34,2012,CAKLA,7035,59.5,11,189,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,41,3108,41,34,2013,CAKLA,7035,68.6,26.5,260,y,NA,"MLT,",40.67,-123.62,1402.08
BUCKHORN2,2,41,3108,41,34,2014,CAKLA,7035,NA,39.6,330,y,NA,"MLT,",40.67,-123.62,1402.08
BUCKHORN2,2,41,3108,41,34,2015,CAKLA,7035,NA,56,401,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,41,3108,41,34,2016,CAKLA,7035,NA,75,508,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,41,3108,41,34,2017,CAKLA,7035,NA,NA,NA,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,41,3108,41,34,2018,CAKLA,7035,NA,102,740,y,NA,"MLT RMC2,",40.67,-123.62,1402.08
BUCKHORN2,2,22,3115,20,27,2009,CAKLA,7035,14,NA,43,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,22,3115,20,27,2010,CAKLA,7035,27.7,NA,81,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,22,3115,20,27,2011,CAKLA,7035,42.8,NA,127,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,22,3115,20,27,2012,CAKLA,7035,66,13.1,183,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,22,3115,20,27,2013,CAKLA,7035,78.9,31.2,288,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,22,3115,20,27,2014,CAKLA,7035,NA,51.1,381,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,22,3115,20,27,2015,CAKLA,7035,NA,71,493,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,22,3115,20,27,2016,CAKLA,7035,NA,96,548,y,NA,"RMC2,",40.67,-123.62,1402.08
BUCKHORN2,2,22,3115,20,27,2017,CAKLA,7035,NA,NA,NA,y,NA,",",40.67,-123.62,1402.08
BUCKHORN2,2,22,3115,20,27,2018,CAKLA,7035,NA,130,790,y,NA,"RMC2,",40.67,-123.62,1402.08
BUCKHORN2,2,41,3137,41,35,2009,CAKLA,7036,11.8,NA,51,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,41,3137,41,35,2010,CAKLA,7036,22.1,NA,69,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,41,3137,41,35,2011,CAKLA,7036,34.7,NA,112,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,41,3137,41,35,2012,CAKLA,7036,45,8.9,158,y,NA,"~CHL,CAMBIUM CRACK FROM BASE TO 1 FT. LOTS OF PITCH",39.88,-122.7,1371.6
BUCKHORN2,2,41,3137,41,35,2013,CAKLA,7036,NA,NA,NA,n,2013,"DDD,",39.88,-122.7,1371.6
BUCKHORN2,2,41,3137,41,35,2014,CAKLA,7036,NA,NA,NA,n,2013,",",39.88,-122.7,1371.6
BUCKHORN2,2,41,3137,41,35,2015,CAKLA,7036,NA,NA,NA,n,2013,",",39.88,-122.7,1371.6
BUCKHORN2,2,41,3137,41,35,2016,CAKLA,7036,NA,NA,NA,n,2013,",",39.88,-122.7,1371.6
BUCKHORN2,2,41,3137,41,35,2017,CAKLA,7036,NA,NA,NA,n,2013,"~DDD,",39.88,-122.7,1371.6
BUCKHORN2,2,41,3137,41,35,2018,CAKLA,7036,NA,NA,NA,n,2013,"DDD,",39.88,-122.7,1371.6
BUCKHORN2,2,1,3153,3,5,2009,CAKLA,7036,11,NA,37,y,NA,"TBD,CTL",39.88,-122.7,1371.6
BUCKHORN2,2,1,3153,3,5,2010,CAKLA,7036,23.7,NA,64,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,1,3153,3,5,2011,CAKLA,7036,38.2,NA,99,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,1,3153,3,5,2012,CAKLA,7036,53.6,9.3,161,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,1,3153,3,5,2013,CAKLA,7036,72.5,27.4,248,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,1,3153,3,5,2014,CAKLA,7036,NA,46.4,341,y,NA,"MLT,",39.88,-122.7,1371.6
BUCKHORN2,2,1,3153,3,5,2015,CAKLA,7036,NA,69,435,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,1,3153,3,5,2016,CAKLA,7036,NA,91,560,y,NA,"CN1,",39.88,-122.7,1371.6
BUCKHORN2,2,1,3153,3,5,2017,CAKLA,7036,NA,NA,NA,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,1,3153,3,5,2018,CAKLA,7036,NA,127,760,y,NA,"RMC2,",39.88,-122.7,1371.6
BUCKHORN2,2,22,3154,19,26,2009,CAKLA,7036,12.1,NA,55,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,22,3154,19,26,2010,CAKLA,7036,29.5,NA,97,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,22,3154,19,26,2011,CAKLA,7036,48.5,7.6,149,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,22,3154,19,26,2012,CAKLA,7036,69.9,12.5,207,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,22,3154,19,26,2013,CAKLA,7036,75.5,32.2,265,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,22,3154,19,26,2014,CAKLA,7036,NA,49.8,341,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,22,3154,19,26,2015,CAKLA,7036,NA,66,435,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,22,3154,19,26,2016,CAKLA,7036,NA,85,513,y,NA,"MLT,",39.88,-122.7,1371.6
BUCKHORN2,2,22,3154,19,26,2017,CAKLA,7036,NA,NA,NA,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,22,3154,19,26,2018,CAKLA,7036,NA,116,730,y,NA,"MLT,",39.88,-122.7,1371.6
BUCKHORN2,2,31,3155,31,39,2009,CAKLA,7036,11.4,NA,50,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,31,3155,31,39,2010,CAKLA,7036,25.3,NA,95,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,31,3155,31,39,2011,CAKLA,7036,41,6.8,145,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,31,3155,31,39,2012,CAKLA,7036,63.1,18.7,193,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,31,3155,31,39,2013,CAKLA,7036,78.3,42.9,260,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,31,3155,31,39,2014,CAKLA,7036,NA,63.7,340,y,NA,"MLT,",39.88,-122.7,1371.6
BUCKHORN2,2,31,3155,31,39,2015,CAKLA,7036,NA,88,451,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,31,3155,31,39,2016,CAKLA,7036,NA,112,591,y,NA,"MLT   ,",39.88,-122.7,1371.6
BUCKHORN2,2,31,3155,31,39,2017,CAKLA,7036,NA,NA,NA,y,NA,",",39.88,-122.7,1371.6
BUCKHORN2,2,31,3155,31,39,2018,CAKLA,7036,NA,150,810,y,NA,"RMC2,",39.88,-122.7,1371.6
BUCKHORN2,2,1,3186,4,2,2009,CAKLA,7037,8.6,NA,26,y,NA,"CHL,",39.88,-122.61,1432.56
BUCKHORN2,2,1,3186,4,2,2010,CAKLA,7037,15.5,NA,47,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,1,3186,4,2,2011,CAKLA,7037,25.5,NA,73,y,NA," CHL         ,",39.88,-122.61,1432.56
BUCKHORN2,2,1,3186,4,2,2012,CAKLA,7037,35.7,NA,114,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,1,3186,4,2,2013,CAKLA,7037,43.5,10.1,189,y,NA,"CHL,",39.88,-122.61,1432.56
BUCKHORN2,2,1,3186,4,2,2014,CAKLA,7037,NA,23.2,242,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,1,3186,4,2,2015,CAKLA,7037,NA,37,318,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,1,3186,4,2,2016,CAKLA,7037,NA,55,421,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,1,3186,4,2,2017,CAKLA,7037,NA,NA,NA,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,1,3186,4,2,2018,CAKLA,7037,NA,79,620,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,22,3197,22,27,2009,CAKLA,7037,14.1,NA,69,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,22,3197,22,27,2010,CAKLA,7037,32.8,NA,103,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,22,3197,22,27,2011,CAKLA,7037,51.7,6.5,156,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,22,3197,22,27,2012,CAKLA,7037,66,19.8,230,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,22,3197,22,27,2013,CAKLA,7037,86.6,42.4,309,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,22,3197,22,27,2014,CAKLA,7037,NA,57.4,402,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,22,3197,22,27,2015,CAKLA,7037,NA,84,511,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,22,3197,22,27,2016,CAKLA,7037,NA,110,609,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,22,3197,22,27,2017,CAKLA,7037,NA,NA,NA,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,22,3197,22,27,2018,CAKLA,7037,NA,141,850,y,NA,"MLT,",39.88,-122.61,1432.56
BUCKHORN2,2,41,3209,40,35,2009,CAKLA,7037,12.1,NA,51,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,41,3209,40,35,2010,CAKLA,7037,32,NA,81,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,41,3209,40,35,2011,CAKLA,7037,51.8,5.5,138,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,41,3209,40,35,2012,CAKLA,7037,59.9,13.1,218,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,41,3209,40,35,2013,CAKLA,7037,76.3,41,293,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,41,3209,40,35,2014,CAKLA,7037,NA,46,341,y,NA,"MLT,",39.88,-122.61,1432.56
BUCKHORN2,2,41,3209,40,35,2015,CAKLA,7037,NA,82,425,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,41,3209,40,35,2016,CAKLA,7037,NA,88,519,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,41,3209,40,35,2017,CAKLA,7037,NA,NA,NA,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,41,3209,40,35,2018,CAKLA,7037,NA,116,730,y,NA,",",39.88,-122.61,1432.56
BUCKHORN2,2,31,3210,33,39,2009,CAKLA,7037,12.9,NA,64,y,NA,",",39.88,-122.61,1432.56
