"","site","site_num","plot","tag_num","column","row","year","region","family","BD_mm","DBH_mm","HT_cm","alive","dead_year","notes","fam_lat","fam_long","fam_elev_m"
"733","BUCKHORN2",2,19,8712,19,40,2011,"CACST",7817,49.5,NA,131,"y",NA,",",39.98,-123.97,268
"734","BUCKHORN2",2,19,8712,19,40,2012,"CACST",7817,NA,NA,181,"n",2012,"~DDD,",39.98,-123.97,268
"735","BUCKHORN2",2,19,8712,19,40,2013,"CACST",7817,NA,NA,NA,"n",2012,",",39.98,-123.97,268
"736","BUCKHORN2",2,19,8712,19,40,2014,"CACST",7817,NA,NA,NA,"n",2012,",",39.98,-123.97,268
"737","BUCKHORN2",2,19,8712,19,40,2015,"CACST",7817,NA,NA,NA,"n",2012,",",39.98,-123.97,268
"738","BUCKHORN2",2,19,8712,19,40,2016,"CACST",7817,NA,NA,NA,"n",2012,",",39.98,-123.97,268
"739","BUCKHORN2",2,19,8712,19,40,2017,"CACST",7817,NA,NA,NA,"n",2012,"~DDD,",39.98,-123.97,268
"740","BUCKHORN2",2,19,8712,19,40,2018,"CACST",7817,NA,NA,NA,"n",2012,"DDD,",39.98,-123.97,268
"741","BUCKHORN2",2,46,8717,44,27,2009,"CACST",7818,13.4,NA,66,"y",NA,",",39.98,-123.98,226
"742","BUCKHORN2",2,46,8717,44,27,2010,"CACST",7818,29.8,NA,121,"y",NA,",",39.98,-123.98,226
"743","BUCKHORN2",2,46,8717,44,27,2011,"CACST",7818,45,7.2,180,"y",NA,",",39.98,-123.98,226
"744","BUCKHORN2",2,46,8717,44,27,2012,"CACST",7818,69,26,287,"y",NA,",",39.98,-123.98,226
"745","BUCKHORN2",2,46,8717,44,27,2013,"CACST",7818,82.5,51,412,"y",NA,",",39.98,-123.98,226
"746","BUCKHORN2",2,46,8717,44,27,2014,"CACST",7818,NA,NA,NA,"n",2014,"DDD,",39.98,-123.98,226
"747","BUCKHORN2",2,46,8717,44,27,2015,"CACST",7818,NA,NA,NA,"n",2014,",",39.98,-123.98,226
"748","BUCKHORN2",2,46,8717,44,27,2016,"CACST",7818,NA,NA,NA,"n",2014,",",39.98,-123.98,226
"749","BUCKHORN2",2,46,8717,44,27,2017,"CACST",7818,NA,NA,NA,"n",2014,"~DDD,",39.98,-123.98,226
"750","BUCKHORN2",2,46,8717,44,27,2018,"CACST",7818,NA,NA,NA,"n",2014,"DDD,",39.98,-123.98,226
"751","BUCKHORN2",2,35,8722,35,25,2009,"CACST",7818,14.4,NA,73,"y",NA,",",39.98,-123.98,226
"752","BUCKHORN2",2,35,8722,35,25,2010,"CACST",7818,28.6,NA,100,"y",NA,",",39.98,-123.98,226
"753","BUCKHORN2",2,35,8722,35,25,2011,"CACST",7818,43.7,5.6,148,"y",NA,",",39.98,-123.98,226
"754","BUCKHORN2",2,35,8722,35,25,2012,"CACST",7818,66.1,21.9,262,"y",NA,"~MLT,SLB HEIGHT 267; BOTTOM 260",39.98,-123.98,226
"755","BUCKHORN2",2,35,8722,35,25,2013,"CACST",7818,77.3,44.4,325,"y",NA,"MLT,TCL",39.98,-123.98,226
"756","BUCKHORN2",2,35,8722,35,25,2014,"CACST",7818,NA,60.2,370,"y",NA,"TD3,CTL MLT",39.98,-123.98,226
"757","BUCKHORN2",2,35,8722,35,25,2015,"CACST",7818,NA,81,412,"y",NA,"TD3,CTL",39.98,-123.98,226
"758","BUCKHORN2",2,35,8722,35,25,2016,"CACST",7818,NA,102,581,"y",NA,"RMC2,",39.98,-123.98,226
"759","BUCKHORN2",2,35,8722,35,25,2017,"CACST",7818,NA,NA,NA,"y",NA,",",39.98,-123.98,226
"760","BUCKHORN2",2,35,8722,35,25,2018,"CACST",7818,NA,122,780,"y",NA,"RMC2,MLT",39.98,-123.98,226
"761","BUCKHORN2",2,31,2823,31,38,2009,"CAKLA",7004,10.1,NA,49,"y",NA,",",40.21,-122.95,1476
"762","BUCKHORN2",2,31,2823,31,38,2010,"CAKLA",7004,20,NA,68,"y",NA," CTL         ,",40.21,-122.95,1476
"763","BUCKHORN2",2,31,2823,31,38,2011,"CAKLA",7004,31,NA,127,"y",NA,",",40.21,-122.95,1476
"764","BUCKHORN2",2,31,2823,31,38,2012,"CAKLA",7004,42,12,204,"y",NA,",",40.21,-122.95,1476
"765","BUCKHORN2",2,31,2823,31,38,2013,"CAKLA",7004,60.4,31.4,307,"y",NA,",",40.21,-122.95,1476
"766","BUCKHORN2",2,31,2823,31,38,2014,"CAKLA",7004,NA,46.4,385,"y",NA,",",40.21,-122.95,1476
"767","BUCKHORN2",2,31,2823,31,38,2015,"CAKLA",7004,NA,64,485,"y",NA,",",40.21,-122.95,1476
"768","BUCKHORN2",2,31,2823,31,38,2016,"CAKLA",7004,NA,89,593,"y",NA,"MLT   ,",40.21,-122.95,1476
"769","BUCKHORN2",2,31,2823,31,38,2017,"CAKLA",7004,NA,NA,NA,"y",NA,",",40.21,-122.95,1476
"770","BUCKHORN2",2,31,2823,31,38,2018,"CAKLA",7004,NA,120,820,"y",NA,"MLT,",40.21,-122.95,1476
"771","BUCKHORN2",2,41,2839,40,34,2009,"CAKLA",7004,10.6,NA,33,"y",NA,"MLT,",40.21,-122.95,1476
"772","BUCKHORN2",2,41,2839,40,34,2010,"CAKLA",7004,22.2,NA,68,"y",NA," MLT         ,",40.21,-122.95,1476
"773","BUCKHORN2",2,41,2839,40,34,2011,"CAKLA",7004,35.1,NA,112,"y",NA,",",40.21,-122.95,1476
"774","BUCKHORN2",2,41,2839,40,34,2012,"CAKLA",7004,54,5.2,135,"y",NA,",",40.21,-122.95,1476
"775","BUCKHORN2",2,41,2839,40,34,2013,"CAKLA",7004,68.2,22.9,197,"y",NA,"MLT,",40.21,-122.95,1476
"776","BUCKHORN2",2,41,2839,40,34,2014,"CAKLA",7004,NA,40.2,277,"y",NA,"MLT,",40.21,-122.95,1476
"777","BUCKHORN2",2,41,2839,40,34,2015,"CAKLA",7004,NA,61,353,"y",NA,",",40.21,-122.95,1476
"778","BUCKHORN2",2,41,2839,40,34,2016,"CAKLA",7004,NA,81,407,"y",NA,",",40.21,-122.95,1476
"779","BUCKHORN2",2,41,2839,40,34,2017,"CAKLA",7004,NA,NA,530,"y",NA,",",40.21,-122.95,1476
"780","BUCKHORN2",2,41,2839,40,34,2018,"CAKLA",7004,NA,117,630,"y",NA,"RMC2,",40.21,-122.95,1476
"781","BUCKHORN2",2,22,2846,21,26,2009,"CAKLA",7004,11.8,NA,40,"y",NA,",",40.21,-122.95,1476
"782","BUCKHORN2",2,22,2846,21,26,2010,"CAKLA",7004,26.8,NA,81,"y",NA," MLT         ,",40.21,-122.95,1476
"783","BUCKHORN2",2,22,2846,21,26,2011,"CAKLA",7004,37.2,NA,114,"y",NA," CHL         ,",40.21,-122.95,1476
"784","BUCKHORN2",2,22,2846,21,26,2012,"CAKLA",7004,NA,NA,NA,"n",2012,"~DDD,",40.21,-122.95,1476
"785","BUCKHORN2",2,22,2846,21,26,2013,"CAKLA",7004,NA,NA,NA,"n",2012,"DDD,",40.21,-122.95,1476
"786","BUCKHORN2",2,22,2846,21,26,2014,"CAKLA",7004,NA,NA,NA,"n",2012,",",40.21,-122.95,1476
"787","BUCKHORN2",2,22,2846,21,26,2015,"CAKLA",7004,NA,NA,NA,"n",2012,",",40.21,-122.95,1476
"788","BUCKHORN2",2,22,2846,21,26,2016,"CAKLA",7004,NA,NA,NA,"n",2012,",",40.21,-122.95,1476
"789","BUCKHORN2",2,22,2846,21,26,2017,"CAKLA",7004,NA,NA,NA,"n",2012,"~DDD,",40.21,-122.95,1476
"790","BUCKHORN2",2,22,2846,21,26,2018,"CAKLA",7004,NA,NA,NA,"n",2012,"DDD,",40.21,-122.95,1476
"791","BUCKHORN2",2,1,2855,3,2,2009,"CAKLA",7004,10,NA,35,"y",NA,",",40.21,-122.95,1476
"792","BUCKHORN2",2,1,2855,3,2,2010,"CAKLA",7004,16.5,NA,44,"y",NA,",",40.21,-122.95,1476
"793","BUCKHORN2",2,1,2855,3,2,2011,"CAKLA",7004,26.2,NA,73,"y",NA,",",40.21,-122.95,1476
"794","BUCKHORN2",2,1,2855,3,2,2012,"CAKLA",7004,39.5,NA,121,"y",NA,",",40.21,-122.95,1476
"795","BUCKHORN2",2,1,2855,3,2,2013,"CAKLA",7004,48.2,12.5,193,"y",NA,",",40.21,-122.95,1476
"796","BUCKHORN2",2,1,2855,3,2,2014,"CAKLA",7004,NA,23.6,256,"y",NA,",",40.21,-122.95,1476
"797","BUCKHORN2",2,1,2855,3,2,2015,"CAKLA",7004,NA,37,330,"y",NA,",",40.21,-122.95,1476
"798","BUCKHORN2",2,1,2855,3,2,2016,"CAKLA",7004,NA,54,413,"y",NA,",",40.21,-122.95,1476
"799","BUCKHORN2",2,1,2855,3,2,2017,"CAKLA",7004,NA,NA,520,"y",NA,",",40.21,-122.95,1476
"800","BUCKHORN2",2,1,2855,3,2,2018,"CAKLA",7004,NA,81,600,"y",NA,",",40.21,-122.95,1476
"801","BUCKHORN2",2,1,2872,3,3,2009,"CAKLA",7005,10.3,NA,43,"y",NA,"MLT,",40.21,-122.96,1829
"802","BUCKHORN2",2,1,2872,3,3,2010,"CAKLA",7005,17.4,NA,56,"y",NA," MLT         ,",40.21,-122.96,1829
"803","BUCKHORN2",2,1,2872,3,3,2011,"CAKLA",7005,28.9,NA,80,"y",NA,",",40.21,-122.96,1829
"804","BUCKHORN2",2,1,2872,3,3,2012,"CAKLA",7005,44.5,4.9,135,"y",NA,"~MLT,",40.21,-122.96,1829
"805","BUCKHORN2",2,1,2872,3,3,2013,"CAKLA",7005,58.6,16,202,"y",NA,",",40.21,-122.96,1829
"806","BUCKHORN2",2,1,2872,3,3,2014,"CAKLA",7005,NA,29.2,271,"y",NA,",",40.21,-122.96,1829
"807","BUCKHORN2",2,1,2872,3,3,2015,"CAKLA",7005,NA,47,370,"y",NA,",",40.21,-122.96,1829
"808","BUCKHORN2",2,1,2872,3,3,2016,"CAKLA",7005,NA,65,452,"y",NA,"MLT,",40.21,-122.96,1829
"809","BUCKHORN2",2,1,2872,3,3,2017,"CAKLA",7005,NA,NA,NA,"y",NA,",",40.21,-122.96,1829
"810","BUCKHORN2",2,1,2872,3,3,2018,"CAKLA",7005,NA,90,650,"y",NA,"MLT,",40.21,-122.96,1829
"811","BUCKHORN2",2,31,2880,32,38,2009,"CAKLA",7005,13,NA,42,"y",NA,",",40.21,-122.96,1829
"812","BUCKHORN2",2,31,2880,32,38,2010,"CAKLA",7005,28.9,NA,73,"y",NA,",",40.21,-122.96,1829
"813","BUCKHORN2",2,31,2880,32,38,2011,"CAKLA",7005,46.5,NA,133,"y",NA," MLT         ,",40.21,-122.96,1829
"814","BUCKHORN2",2,31,2880,32,38,2012,"CAKLA",7005,67,15,220,"y",NA,",",40.21,-122.96,1829
"815","BUCKHORN2",2,31,2880,32,38,2013,"CAKLA",7005,84.7,43,295,"y",NA,"MLT,",40.21,-122.96,1829
"816","BUCKHORN2",2,31,2880,32,38,2014,"CAKLA",7005,NA,52.2,368,"y",NA,"MLT,",40.21,-122.96,1829
"817","BUCKHORN2",2,31,2880,32,38,2015,"CAKLA",7005,NA,69,457,"y",NA,",",40.21,-122.96,1829
"818","BUCKHORN2",2,31,2880,32,38,2016,"CAKLA",7005,NA,93,533,"y",NA,"MLT   ,",40.21,-122.96,1829
"819","BUCKHORN2",2,31,2880,32,38,2017,"CAKLA",7005,NA,NA,570,"y",NA,",",40.21,-122.96,1829
"820","BUCKHORN2",2,31,2880,32,38,2018,"CAKLA",7005,NA,130,660,"y",NA,"MLT,RMC2",40.21,-122.96,1829
"821","BUCKHORN2",2,41,2905,42,35,2009,"CAKLA",7007,13.9,NA,57,"y",NA,",",41.26,-122.39,1476
"822","BUCKHORN2",2,41,2905,42,35,2010,"CAKLA",7007,29.1,NA,120,"y",NA,",",41.26,-122.39,1476
"823","BUCKHORN2",2,41,2905,42,35,2011,"CAKLA",7007,46.8,11.8,186,"y",NA,",",41.26,-122.39,1476
"824","BUCKHORN2",2,41,2905,42,35,2012,"CAKLA",7007,71.2,27.9,275,"y",NA,",",41.26,-122.39,1476
"825","BUCKHORN2",2,41,2905,42,35,2013,"CAKLA",7007,85.5,50,301,"y",NA,",LEFT HT AS IS - DWT",41.26,-122.39,1476
"826","BUCKHORN2",2,41,2905,42,35,2014,"CAKLA",7007,NA,68.4,392,"y",NA,",",41.26,-122.39,1476
"827","BUCKHORN2",2,41,2905,42,35,2015,"CAKLA",7007,NA,87,510,"y",NA,",",41.26,-122.39,1476
"828","BUCKHORN2",2,41,2905,42,35,2016,"CAKLA",7007,NA,107,632,"y",NA,",",41.26,-122.39,1476
"829","BUCKHORN2",2,41,2905,42,35,2017,"CAKLA",7007,NA,NA,NA,"y",NA,",",41.26,-122.39,1476
"830","BUCKHORN2",2,41,2905,42,35,2018,"CAKLA",7007,NA,140,860,"y",NA,",",41.26,-122.39,1476
"831","BUCKHORN2",2,1,2908,4,3,2009,"CAKLA",7007,10.6,NA,38,"y",NA,",",41.26,-122.39,1476
"832","BUCKHORN2",2,1,2908,4,3,2010,"CAKLA",7007,17.9,NA,49,"y",NA,",",41.26,-122.39,1476
"833","BUCKHORN2",2,1,2908,4,3,2011,"CAKLA",7007,31.8,NA,74,"y",NA,",",41.26,-122.39,1476
"834","BUCKHORN2",2,1,2908,4,3,2012,"CAKLA",7007,44.7,NA,112,"y",NA,",",41.26,-122.39,1476
"835","BUCKHORN2",2,1,2908,4,3,2013,"CAKLA",7007,53.5,10,163,"y",NA,",",41.26,-122.39,1476
"836","BUCKHORN2",2,1,2908,4,3,2014,"CAKLA",7007,NA,22.6,204,"y",NA,"MLT,",41.26,-122.39,1476
"837","BUCKHORN2",2,1,2908,4,3,2015,"CAKLA",7007,NA,36,253,"y",NA,"MLT,",41.26,-122.39,1476
"838","BUCKHORN2",2,1,2908,4,3,2016,"CAKLA",7007,NA,54,337,"y",NA,",",41.26,-122.39,1476
"839","BUCKHORN2",2,1,2908,4,3,2017,"CAKLA",7007,NA,NA,NA,"y",NA,",",41.26,-122.39,1476
"840","BUCKHORN2",2,1,2908,4,3,2018,"CAKLA",7007,NA,72,490,"y",NA,",",41.26,-122.39,1476
"841","BUCKHORN2",2,22,2928,21,27,2009,"CAKLA",7007,14.5,NA,60,"y",NA,",",41.26,-122.39,1476
"842","BUCKHORN2",2,22,2928,21,27,2010,"CAKLA",7007,31.6,NA,100,"y",NA,",",41.26,-122.39,1476
"843","BUCKHORN2",2,22,2928,21,27,2011,"CAKLA",7007,48.2,9.3,156,"y",NA,",",41.26,-122.39,1476
"844","BUCKHORN2",2,22,2928,21,27,2012,"CAKLA",7007,68,20.9,192,"y",NA,"~TCL,",41.26,-122.39,1476
"845","BUCKHORN2",2,22,2928,21,27,2013,"CAKLA",7007,71.4,39.7,304,"y",NA,",",41.26,-122.39,1476
"846","BUCKHORN2",2,22,2928,21,27,2014,"CAKLA",7007,NA,56.7,411,"y",NA,",",41.26,-122.39,1476
"847","BUCKHORN2",2,22,2928,21,27,2015,"CAKLA",7007,NA,76,500,"y",NA,"MLT,",41.26,-122.39,1476
"848","BUCKHORN2",2,22,2928,21,27,2016,"CAKLA",7007,NA,95,568,"y",NA,"MLT CN1,",41.26,-122.39,1476
"849","BUCKHORN2",2,22,2928,21,27,2017,"CAKLA",7007,NA,NA,NA,"y",NA,",",41.26,-122.39,1476
"850","BUCKHORN2",2,22,2928,21,27,2018,"CAKLA",7007,NA,114,800,"y",NA,"MLT CN1,",41.26,-122.39,1476
"851","BUCKHORN2",2,31,2929,33,40,2009,"CAKLA",7007,13.3,NA,49,"y",NA,",",41.26,-122.39,1476
"852","BUCKHORN2",2,31,2929,33,40,2010,"CAKLA",7007,29.2,NA,98,"y",NA,",",41.26,-122.39,1476
"853","BUCKHORN2",2,31,2929,33,40,2011,"CAKLA",7007,49.7,10.9,178,"y",NA,",",41.26,-122.39,1476
"854","BUCKHORN2",2,31,2929,33,40,2012,"CAKLA",7007,62.8,26.9,251,"y",NA,",",41.26,-122.39,1476
"855","BUCKHORN2",2,31,2929,33,40,2013,"CAKLA",7007,80.9,45.9,334,"y",NA,",",41.26,-122.39,1476
"856","BUCKHORN2",2,31,2929,33,40,2014,"CAKLA",7007,NA,61,396,"y",NA,",",41.26,-122.39,1476
"857","BUCKHORN2",2,31,2929,33,40,2015,"CAKLA",7007,NA,75,481,"y",NA,",",41.26,-122.39,1476
"858","BUCKHORN2",2,31,2929,33,40,2016,"CAKLA",7007,NA,90,537,"y",NA,"CHL   ,",41.26,-122.39,1476
"859","BUCKHORN2",2,31,2929,33,40,2017,"CAKLA",7007,NA,NA,630,"y",NA,",",41.26,-122.39,1476
"860","BUCKHORN2",2,31,2929,33,40,2018,"CAKLA",7007,NA,106,700,"y",NA,"CHL,",41.26,-122.39,1476
"861","BUCKHORN2",2,1,2943,5,5,2009,"CAKLA",7008,9.6,NA,45,"y",NA,",",41.25,-122.39,1541
"862","BUCKHORN2",2,1,2943,5,5,2010,"CAKLA",7008,18.5,NA,56,"y",NA,",",41.25,-122.39,1541
"863","BUCKHORN2",2,1,2943,5,5,2011,"CAKLA",7008,29.9,NA,78,"y",NA,",",41.25,-122.39,1541
"864","BUCKHORN2",2,1,2943,5,5,2012,"CAKLA",7008,36.4,4,139,"y",NA,",",41.25,-122.39,1541
"865","BUCKHORN2",2,1,2943,5,5,2013,"CAKLA",7008,47,17.1,225,"y",NA,",",41.25,-122.39,1541
"866","BUCKHORN2",2,1,2943,5,5,2014,"CAKLA",7008,NA,33.6,304,"y",NA,",",41.25,-122.39,1541
"867","BUCKHORN2",2,1,2943,5,5,2015,"CAKLA",7008,NA,50,402,"y",NA,",",41.25,-122.39,1541
"868","BUCKHORN2",2,1,2943,5,5,2016,"CAKLA",7008,NA,68,511,"y",NA,",",41.25,-122.39,1541
"869","BUCKHORN2",2,1,2943,5,5,2017,"CAKLA",7008,NA,NA,NA,"y",NA,",",41.25,-122.39,1541
"870","BUCKHORN2",2,1,2943,5,5,2018,"CAKLA",7008,NA,95,710,"y",NA,"MLT,RMC2",41.25,-122.39,1541
"871","BUCKHORN2",2,41,2947,40,37,2009,"CAKLA",7008,11.1,NA,32,"y",NA,",",41.25,-122.39,1541
"872","BUCKHORN2",2,41,2947,40,37,2010,"CAKLA",7008,23.9,NA,63,"y",NA,",",41.25,-122.39,1541
"873","BUCKHORN2",2,41,2947,40,37,2011,"CAKLA",7008,30.3,NA,109,"y",NA,",",41.25,-122.39,1541
"874","BUCKHORN2",2,41,2947,40,37,2012,"CAKLA",7008,47.5,11,187,"y",NA,",",41.25,-122.39,1541
"875","BUCKHORN2",2,41,2947,40,37,2013,"CAKLA",7008,63.7,27.9,282,"y",NA,",",41.25,-122.39,1541
"876","BUCKHORN2",2,41,2947,40,37,2014,"CAKLA",7008,NA,44.6,376,"y",NA,",",41.25,-122.39,1541
"877","BUCKHORN2",2,41,2947,40,37,2015,"CAKLA",7008,NA,60,470,"y",NA,",",41.25,-122.39,1541
"878","BUCKHORN2",2,41,2947,40,37,2016,"CAKLA",7008,NA,82,592,"y",NA,",",41.25,-122.39,1541
"879","BUCKHORN2",2,41,2947,40,37,2017,"CAKLA",7008,NA,NA,NA,"y",NA,",",41.25,-122.39,1541
"880","BUCKHORN2",2,41,2947,40,37,2018,"CAKLA",7008,NA,117,790,"y",NA,"MLT,",41.25,-122.39,1541
"881","BUCKHORN2",2,22,2948,23,26,2009,"CAKLA",7008,10.7,NA,36,"y",NA,"MLT,",41.25,-122.39,1541
"882","BUCKHORN2",2,22,2948,23,26,2010,"CAKLA",7008,25.9,NA,58,"y",NA,",",41.25,-122.39,1541
"883","BUCKHORN2",2,22,2948,23,26,2011,"CAKLA",7008,38,NA,109,"y",NA,",",41.25,-122.39,1541
"884","BUCKHORN2",2,22,2948,23,26,2012,"CAKLA",7008,55.2,12.6,206,"y",NA,",",41.25,-122.39,1541
"885","BUCKHORN2",2,22,2948,23,26,2013,"CAKLA",7008,72.4,32.1,293,"y",NA,"MLT,",41.25,-122.39,1541
"886","BUCKHORN2",2,22,2948,23,26,2014,"CAKLA",7008,NA,51,367,"y",NA,"MLT,",41.25,-122.39,1541
"887","BUCKHORN2",2,22,2948,23,26,2015,"CAKLA",7008,NA,69,470,"y",NA,",",41.25,-122.39,1541
"888","BUCKHORN2",2,22,2948,23,26,2016,"CAKLA",7008,NA,87,556,"y",NA,"CN2   ,",41.25,-122.39,1541
"889","BUCKHORN2",2,22,2948,23,26,2017,"CAKLA",7008,NA,NA,NA,"y",NA,",",41.25,-122.39,1541
"890","BUCKHORN2",2,22,2948,23,26,2018,"CAKLA",7008,NA,110,720,"y",NA,"CN2,",41.25,-122.39,1541
"891","BUCKHORN2",2,31,2972,34,38,2009,"CAKLA",7008,13.1,NA,67,"y",NA,",",41.25,-122.39,1541
"892","BUCKHORN2",2,31,2972,34,38,2010,"CAKLA",7008,31.9,NA,109,"y",NA,",",41.25,-122.39,1541
"893","BUCKHORN2",2,31,2972,34,38,2011,"CAKLA",7008,54.2,10.5,176,"y",NA,",",41.25,-122.39,1541
"894","BUCKHORN2",2,31,2972,34,38,2012,"CAKLA",7008,74,26.1,273,"y",NA,",",41.25,-122.39,1541
"895","BUCKHORN2",2,31,2972,34,38,2013,"CAKLA",7008,93.3,49.1,382,"y",NA,",",41.25,-122.39,1541
"896","BUCKHORN2",2,31,2972,34,38,2014,"CAKLA",7008,NA,71,480,"y",NA,",",41.25,-122.39,1541
"897","BUCKHORN2",2,31,2972,34,38,2015,"CAKLA",7008,NA,93,580,"y",NA,"CN3,",41.25,-122.39,1541
"898","BUCKHORN2",2,31,2972,34,38,2016,"CAKLA",7008,NA,118,690,"y",NA,"CN2   ,",41.25,-122.39,1541
"899","BUCKHORN2",2,31,2972,34,38,2017,"CAKLA",7008,NA,NA,NA,"y",NA,",",41.25,-122.39,1541
"900","BUCKHORN2",2,31,2972,34,38,2018,"CAKLA",7008,NA,165,940,"y",NA,"CN2,MLT",41.25,-122.39,1541
"901","BUCKHORN2",2,31,2985,33,38,2009,"CAKLA",7009,13,NA,56,"y",NA,",",39.3,-122.91,1064
"902","BUCKHORN2",2,31,2985,33,38,2010,"CAKLA",7009,32.2,NA,85,"y",NA,",",39.3,-122.91,1064
"903","BUCKHORN2",2,31,2985,33,38,2011,"CAKLA",7009,44.3,5.7,143,"y",NA,",",39.3,-122.91,1064
"904","BUCKHORN2",2,31,2985,33,38,2012,"CAKLA",7009,63,17,223,"y",NA,",",39.3,-122.91,1064
"905","BUCKHORN2",2,31,2985,33,38,2013,"CAKLA",7009,69.4,31.7,305,"y",NA,",",39.3,-122.91,1064
"906","BUCKHORN2",2,31,2985,33,38,2014,"CAKLA",7009,NA,52.9,396,"y",NA,",",39.3,-122.91,1064
"907","BUCKHORN2",2,31,2985,33,38,2015,"CAKLA",7009,NA,69,479,"y",NA,",",39.3,-122.91,1064
"908","BUCKHORN2",2,31,2985,33,38,2016,"CAKLA",7009,NA,90,580,"y",NA,"MLT   ,",39.3,-122.91,1064
"909","BUCKHORN2",2,31,2985,33,38,2017,"CAKLA",7009,NA,NA,NA,"y",NA,",",39.3,-122.91,1064
"910","BUCKHORN2",2,31,2985,33,38,2018,"CAKLA",7009,NA,121,810,"y",NA,"MLT,RMC2",39.3,-122.91,1064
"911","BUCKHORN2",2,1,2998,2,4,2009,"CAKLA",7009,10.9,NA,52,"y",NA,"CHL,",39.3,-122.91,1064
"912","BUCKHORN2",2,1,2998,2,4,2010,"CAKLA",7009,19.8,NA,61,"y",NA,",",39.3,-122.91,1064
"913","BUCKHORN2",2,1,2998,2,4,2011,"CAKLA",7009,30.5,NA,101,"y",NA,",",39.3,-122.91,1064
"914","BUCKHORN2",2,1,2998,2,4,2012,"CAKLA",7009,49.1,7.9,165,"y",NA,",",39.3,-122.91,1064
"915","BUCKHORN2",2,1,2998,2,4,2013,"CAKLA",7009,54.9,22.2,231,"y",NA,",",39.3,-122.91,1064
"916","BUCKHORN2",2,1,2998,2,4,2014,"CAKLA",7009,NA,34,286,"y",NA,",",39.3,-122.91,1064
"917","BUCKHORN2",2,1,2998,2,4,2015,"CAKLA",7009,NA,50,350,"y",NA,",",39.3,-122.91,1064
"918","BUCKHORN2",2,1,2998,2,4,2016,"CAKLA",7009,NA,70,445,"y",NA,",",39.3,-122.91,1064
"919","BUCKHORN2",2,1,2998,2,4,2017,"CAKLA",7009,NA,NA,NA,"y",NA,",",39.3,-122.91,1064
"920","BUCKHORN2",2,1,2998,2,4,2018,"CAKLA",7009,NA,101,670,"y",NA,",",39.3,-122.91,1064
"921","BUCKHORN2",2,22,3000,23,27,2009,"CAKLA",7009,12.1,NA,69,"y",NA,",",39.3,-122.91,1064
"922","BUCKHORN2",2,22,3000,23,27,2010,"CAKLA",7009,23,NA,87,"y",NA,",",39.3,-122.91,1064
"923","BUCKHORN2",2,22,3000,23,27,2011,"CAKLA",7009,36.7,NA,126,"y",NA,",",39.3,-122.91,1064
"924","BUCKHORN2",2,22,3000,23,27,2012,"CAKLA",7009,59,11.8,184,"y",NA,"~CTL,",39.3,-122.91,1064
"925","BUCKHORN2",2,22,3000,23,27,2013,"CAKLA",7009,77.7,32.5,298,"y",NA,",",39.3,-122.91,1064
"926","BUCKHORN2",2,22,3000,23,27,2014,"CAKLA",7009,NA,50.5,393,"y",NA,",",39.3,-122.91,1064
"927","BUCKHORN2",2,22,3000,23,27,2015,"CAKLA",7009,NA,69,532,"y",NA,",",39.3,-122.91,1064
"928","BUCKHORN2",2,22,3000,23,27,2016,"CAKLA",7009,NA,92,685,"y",NA,",",39.3,-122.91,1064
"929","BUCKHORN2",2,22,3000,23,27,2017,"CAKLA",7009,NA,NA,NA,"y",NA,",",39.3,-122.91,1064
"930","BUCKHORN2",2,22,3000,23,27,2018,"CAKLA",7009,NA,127,900,"y",NA,",",39.3,-122.91,1064
"931","BUCKHORN2",2,41,3004,40,36,2009,"CAKLA",7009,10.4,NA,57,"y",NA,",",39.3,-122.91,1064
"932","BUCKHORN2",2,41,3004,40,36,2010,"CAKLA",7009,22,NA,83,"y",NA,",",39.3,-122.91,1064
"933","BUCKHORN2",2,41,3004,40,36,2011,"CAKLA",7009,30.5,NA,121,"y",NA,",",39.3,-122.91,1064
"934","BUCKHORN2",2,41,3004,40,36,2012,"CAKLA",7009,48,9.8,185,"y",NA,",",39.3,-122.91,1064
"935","BUCKHORN2",2,41,3004,40,36,2013,"CAKLA",7009,60.9,27,244,"y",NA,",",39.3,-122.91,1064
"936","BUCKHORN2",2,41,3004,40,36,2014,"CAKLA",7009,NA,40.7,288,"y",NA,"MLT,",39.3,-122.91,1064
"937","BUCKHORN2",2,41,3004,40,36,2015,"CAKLA",7009,NA,57,379,"y",NA,",",39.3,-122.91,1064
"938","BUCKHORN2",2,41,3004,40,36,2016,"CAKLA",7009,NA,73,420,"y",NA,",",39.3,-122.91,1064
"939","BUCKHORN2",2,41,3004,40,36,2017,"CAKLA",7009,NA,NA,NA,"y",NA,",",39.3,-122.91,1064
"940","BUCKHORN2",2,41,3004,40,36,2018,"CAKLA",7009,NA,102,630,"y",NA,",",39.3,-122.91,1064
"941","BUCKHORN2",2,1,3017,3,4,2009,"CAKLA",7010,11.3,NA,62,"y",NA,",",39.3,-122.92,1000
"942","BUCKHORN2",2,1,3017,3,4,2010,"CAKLA",7010,27.8,NA,75,"y",NA,",",39.3,-122.92,1000
"943","BUCKHORN2",2,1,3017,3,4,2011,"CAKLA",7010,39.6,NA,116,"y",NA,",",39.3,-122.92,1000
"944","BUCKHORN2",2,1,3017,3,4,2012,"CAKLA",7010,63.3,11.9,181,"y",NA,",",39.3,-122.92,1000
